,Sysnet
5004,kesten ; ? chinkapins . 
5005,rod porodica grmuša Sylviidae 
5006,krutiti spiralno izviti dug bakterija 
5007,"profesionalan odnos regulisati zakon , pravno regulisati ( između advokat i njegov klijent ) "
5008,staviti na razmatranje ili diskusija . 
5009,šta lokacija otkriti ; šta mesto odrediti ; pretraživanje ili ispitivanje otkriti 
5010,ostrvski država u južnom Atlantik ; steći nezavisnost od Portugalija @ord@ godina . 
5011,Životinja koji se hrai meso . 
5012,jevrejski republika u jugozapadni Azija na istočni kraj Mediteran ; ranije deo Palestina . 
5013,junak koji jesam poznati po svoj snaga ; obaviti jesam @card@ velik zadatak da biti postati besmrtan 
5014,u statistika : skup element iz koji se moći uzimati uzorak 
5015,Jela koji se poslednji servirati u obrok . 
5016,fazan živ boja južne Azija ( južna strana Himalaji ) 
5017,( genetika ) organizam ili ćelija koji posedovati diploidni set hromozom od svaki roditelj 
5018,u genetika svaki događaj koji menjati genetski struktura ; svaki izmena u nasleđen niz gentipa organizam . 
5019,"osnovni novčan jedinica velik brojati članica Evropske unija , ući u upotreba @card@ "
5020,figura u ravan koji imati oblik polovina krug 
5021,sup ili paprikaš pomešan sa mahuna okre 
5022,kočnica koji se koristiti za usporavanje ili zaustavljanje vozilo 
5023,biti društven leptir ; mnogo se družiti 
5024,uglavnom tropski stablo ili grm 
5025,onaj koji voliti i braniti svoj zemlja 
5026,"ruski jela koji se praviti od pljeskavica od mleven meso ( pomešan sa luka , hleb i mleko ) i serviranane sa sos od kiseo pavlaka "
5027,vrlo raširiti rod višegodišnji trava : kozlačica . 
5028,izmeniti podzeman stablo koji služiti kao reproduktivan struktura 
5029,kasniti ili zadržavati - sprečiti da se nastaviti po raspored ili kako jesam planirati 
5030,dravidski jezik koji govoriti narod Tula 
5031,tikva 
5032,"Društveni insekt koji živiti u zajednica , uključivati termit ; često se smeštati u podklasa Exopterygota . "
5033,deo koji jesam u oblik ugao 
5034,"rasprostraniti rod višegodišnji zeljast biljka sa ružičast , beo ili plavkast cvet : razgon . "
5035,glagolski oblik koji se izražavati radnja završiti u prošlost pre neki drugi radnja 
5036,"naporedan odnos među jezički jedinica isti status , uspostaviti pomoću veznik "
5037,"heliozoe , radiolarije "
5038,Muškarac ili žena koji se prijaviti da služiti u vojska . 
5039,relativno uzak komad zemlja okružiti voden površina 
5040,ruda kadmijum ; redak žućkast mineral koji se sastojati od kadmijum sulfid u kristalan oblik 
5041,pečen jela koji se sastojati od sloj kor za lazanja sa sos od sir i meso ili povrće 
5042,krilat čudovište sa glava orao i telo lav 
5043,Mašin ili mašinski sistema uzeti zbirni . 
5044,tvrd staklast mineral koji se sastojati od oksid magnezijum i aluminjuma ; javljati se u raznim boja i koristiti za nakit 
5045,tvoj roditelj 
5046,svojstvo mentalan život živ organizam . 
5047,neki od brojni biljka koji imati bockav dlačica koji iritirati koža ( posebno rod Urtica ili porodica Urticaceae ) . 
5048,Čin formiranje udruženje ili savez . 
5049,kockica meso ili morski plod pržen uvrelom ulja i potom umočen u neki sos 
5050,štrcaljka koji podsećati na pištolj za nanošenje tečan supstanca ( kao što jesam boja ) putem prskanje 
5051,porodica zviždovki . 
5052,izraziti ili potvrditi klimanje 
5053,u grčki mitologija ćerka Heli i majka Arijadnina 
5054,deo gramatika koji se baviti promena oblik reč 
5055,morski protozoa koji imati zaobljen omotač sa bodljikav izraštaj 
5056,velik ptica gacalice iz star svet koji obično imati belo-crno perje . 
5057,istorijski doba koji imati izraziti karakteristika . 
5058,biti uključiti u trgovina 
5059,skup tačka takav da za svaki par tačka postojati nenegativni realan broj koji predstavljati njihov rastojanje koji jesam simetrično i zadovoljavati trougaonu nejednakost 
5060,"razmenjivati misao , pričati sa neki . "
5061,Treći po veličina kontinent na zapadni hemisfera povezati sa Južnom Amerika panamski kanal . 
5062,glavni grad i važan luka Mauricijus 
5063,digitalan kodiran zapis na optički disko 
5064,malo američki tropski grmolik drvo ; gajiti se u toplim područje zbog sladak okrugao žut plod . 
5065,pomalo gorak biljka list taman zelen boja i grupisan pupoljka 
5066,"Kupolasti ili zasvođen ogranak ili ispust na građevina , pogotovo istočni kraj crkva : obično sadržati oltar . "
5067,"koji se ticati Samoa , njen ljudi i kultura "
5068,ajkula s glava u oblik čekić 
5069,znak ili znamen koji jesam ostaviti nešto što jesam proći 
5070,"Povrće , posebno krastavčić , konzervisan sirće ili rasol . "
5071,autokratija u koji vlada monarh koji nasleđivati vlast 
5072,koji jesam povezati sa ili karakterističan za ili napisati na amharskim jezik 
5073,uređaj nalik na praćka koji se koristiti u raznim primitivan društvo za izbacivanje strelica ili koplje 
5074,simptom koji se ogledati u izbijanje crvenilo na koža 
5075,dubok jarak proseći tekući voda ( naročito nakon dug pljusak ) 
5076,"neki biljka mesožderka iz rod Pinguicula koji imati upadljiv ružičast , žut ili beo cvet . "
5077,"Težak vredan metal ; sivo-bele boja , otporan na korozija ' javljati se u neki ruda nikl i bakar . "
5078,"imati bodalj , čekinja ili svilast dlaka ; živa na Madagaskar . "
5079,novinar angažovati da pribavljati nov priča za novina ili za objavljivanje putem medij 
5080,koji imati dva dimenzija 
5081,zauzimati određenu pozicija ili prostor ; biti negde . 
5082,"trava , žunje i neki drveće : slez ; ? cotton ; ? okra "
5083,osoba koji vršiti aministrativnu kontrola nad drugi . 
5084,jastuk koji jesam obično od guma ili plastika i koji moći da se naduvati 
5085,pesma sa priča ikoji poticati iz narod 
5086,republika Sudan 
5087,sova . 
5088,"ostaviti nešto za sebe , biti namerno biti nemar ili zaboravnost "
5089,kondenzator imati vrednost jedan farada kada jedan kulon naelektrisanje izazov potencijalan razlika od jedan volt na on 
5090,uzak prevlaka koji povezivati malajski poluostrvo i azijski kopno 
5091,gorionik koji mešati vazduh i gas kako biti proizvesti vrlo vruć plamen 
5092,ljudi Еngleske 
5093,šnicla sa gornji delo kratak slabina 
5094,arterija koji krv snabdevati jetra . 
5095,DZ 
5096,meso riba sličan lojki koji se nalaziti duž atlantski obala ili u priobalan voda 
5097,Odveni predmet koji se nositi na gornji delo telo . 
5098,kanal kroz koji proticati ( ili jesam proticati ) rečni tok 
5099,parčić meso marinirati i peći na ražanj obično sa povrće 
5100,imanje gde se prodajni kultura gajiti na velik ( posebno u tropski kraj ) . 
5101,"Držati na leđa i prenositi ; nositi dar ; i sa imenica komunikacija : "" prenositi vesta "" ; "" prenositi naređenje "" . "
5102,Desetokraki ljuskar ( nalik škamp ) sa dva para klješta ; većina jesam jestiv . 
5103,elektrostatički štampač koji koristiti laserski zrak da preneti slika na papir 
5104,napraviti elektronski zapis 
5105,Zaštitini prekrivač koji obezbeđivati zaštita od vremenski prilika . 
5106,"Noćni sisar jugoistočni Azija i Filipini koji živiti na drvo ; nalikovati lemuru , imati kožan nabor na oba strana od vrata do repa koji se koristiti za dug skok . "
5107,od prelazan glagol napraviti neprelazan 
5108,osnovni novčan jedinica u velik Britanija 
5109,neki od raznovrstan leptir iz porodica Lycaenidae koji imati krilo bakrene boja . 
5110,penutski jezik koji govoriti narod Maida 
5111,"zajednički naziv za grupa mali , jestiv školjka koji imati okrugao ljuska sa sjajan rebro "
5112,Godišnja ili višegodišnji zeljast biljka : broćika . 
5113,stanovnik Malavi ili poreklo iz Malavi 
5114,proliti tečnost po nešto 
5115,biti uslovljen nešto . 
5116,Šipka koji se koristiti za upravljanje bicikl . 
5117,veštački izazvan potpuno besvestan stanje radi velik operacija 
5118,vilinski konjica i ? 
5119,velik bakterija koji živiti u kolonija i koji se uglavnom nalaziti na otvoren mora ; značajan za fiksacija ugljenik i azot 
5120,"deo južnog Pacifik , jugozapadni od Bizmarkovog arhipelag "
5121,čest tip očvrsao lav ; gust taman siv fino zrnast magmatski stena sastaviti uglavnom od kalcijum bogat plagioklase feldspara i piroksena 
5122,mineral u čiji jesam sastav metal u dovoljan količina da biti se eksploatisati . 
5123,javan prikazivanje neki zabava . 
5124,osnovni novčan jedinica Panama 
5125,"pas tragač koji ličiti na lisičara , ali jesam manjiti ; koristiti se u lov na zec . "
5126,mineral koji se sastojati od kalijum-magnezijum sulfat 
5127,vrsta reč koji se identifikovati atribut imenica 
5128,Poprečne nitikoje se utkivati u osnova pri tkanje . 
5129,tanak cevčica koji spajati duplja nos i ždrelo 
5130,neki ko proizvoditi dragulj . 
5131,biljka koji rasti u bara i spor potok ; ponekad uključivati Zosteraceae . 
5132,šta nedvosmisleno tvrditi ili kakav dvoznačnost razrešiti 
5133,formalan ili služba provera . 
5134,jabuka koji se primarno koristiti za kuvanje 
5135,"punč napraviti od zaslađen piva ili vino , začiniti raznim začin i pečen jabuka ; praviti se za Božić "
5136,izraziti reč . 
5137,uglavnom severnoamerički biljka čiji se cvet otvarati noću . 
5138,malo udubljenje ispod rameni zglob u koji se ruka spajati sa rame . 
5139,"gaziran voda koji sadržati kinin , uglavnom sa ukus limun ili limete "
5140,mali evropski zmijolik gušter bez noga ; popularno se verovati da jesam slep . 
5141,neki od brojni biljka iz porodica Cruciferae koji imati jestiv lišće . 
5142,obezbediti smeštaj za neki . 
5143,"jastog , potočni rak , rak , kozica , skampi . "
5144,Otrvovna ? spurge iz star svet preneti i u Amerika ; seme davati purgativan ulja . 
5145,"degeneracija ( propadanje ) pojedini struktura kičmeni stub , najčešće intervertebralnih ( međupršljenskih ) diskusa , veza ( ligament ) i zglob ; osnovni klinički pokazatelj cervikalni spondiloza jesam bol u vrat , radikulopatija ( oštećenje nervni koren ) i mijelopatija ( oštećenje kičmeni moždina ) "
5146,azijski zeljast biljka koji se gajiti zbog kratak mahuna sa jedan ili dva jestiv seme . 
5147,tipski i jedini rod porodica Ephedraceae : tropski i suptropsko zimzelen žbunje ili puzavica poreklo iz suv i nepgodnih područje . 
5148,"glavni grad Australija , na severoistok zemlja "
5149,"viski destilovati iz kaša od kukuruz , slad i raž , čuvati da odstajati u ugljenisan hrastov bačva "
5150,pomalo kiseo i opor pasta pripremljen mlevenje i zagrevanje seme afrički divalj mango ; osnovni hrana neki Afrikanac 
5151,morski i slatkovodni dinoflagelate 
5152,vozilo sa točak koji jedan osoba moći da gurati ; moći da imati dva ili četiri točak . 
5153,mek upijajući papir koji se koristiti u toalet 
5154,sticanje nešto plaćanje 
5155,"koji se odnositi na Estonija , njen ljudi i kultura "
5156,tvrd žut ( šaren ) drvo maslina ; koristiti se u stolarstvo . 
5157,glavni grad Pakistan 
5158,metalan traka sa kraj savijen pod prav ugao ; koristiti se za spajanje građevinski materijal 
5159,Društveni ili samostalan opnokrilac koji obično imati tanko telo sa abdomen koji jesam prikačiti uzak batrljicom uočljiv otrovan žokom . 
5160,koji se odnositi na ili koji naseljavati božanski nebo 
5161,Čin davanje poslati neki . 
5162,novčan jedinica Haiti 
5163,Članak u koji se saopštavati vesta . 
5164,roba koji se sastojati od računarski program koji se nuditi na prodaja 
5165,"koji uzrokovati množenje , širenje , npr . kalamljenjem "
5166,posedovanje materijalan dobro . 
5167,rod listopadan žunja i drveće istočni Mediteran i tropski Azija . 
5168,dugačak narativan pesma koji govoriti o herojski podvig 
5169,rod porodica Accipitridae . 
5170,ukloniti nešto rezanje . 
5171,staviti na račun u banka . 
5172,isturen prednji deo glava neki životinja ; uključivati vilica i nos. 
5173,"hibrid između grejpfrut i mandarina , gajiti se na Florida "
5174,"u računarstvo , istres sadržaj glavnih registar CPU "
5175,"pitati koji se praviti od pasiran bundeva , mleko , jaje i šećer . "
5176,tikva koji imati žut kor i žućkast sredina i obično izdužiti vrat 
5177,u grčki mitologija sin Hermes i Afrodita koji se spojiti sa nimfa u jedan telo 
5178,"mineral gvožđe-nikl sulfid , glavna ruda nikl "
5179,"Čest polivalentni nemetalni element bez ukus i miris , poznat po javljanje u žut kristal ; javljati se u mnogi sulfidni i sulfatni mineral , a čak i u izvoran oblik ( posebno u vulkanski područje ) . "
5180,ravno ploveći sredstvo ( obično napraviti od trupac ili daska ) koji se moći koristiti za transport ili kao platforma za plivač . 
5181,"kretati se u jedan smer , a zatim u suprotan . "
5182,ljudi koji živa u varoš ili grad koji imati lokalan samouprava . 
5183,koji jesam u odnos koreferencije 
5184,morski rak crvenkast boja . 
5185,francuski pisac koji jesam zastupati jansenizam ; pisati jesam uglavnom tragedija koji jesam zasnivati na grčki i rimski tema ( @card@ ) 
5186,bolest koji se prenositi sa čovek na čovek . 
5187,uzrokovati da se neki ili nešto kretati vožnja 
5188,Trčati preko izvestan udaljenost . 
5189,"upotreba određenih znak radi pojašnjenje značenje pisan materijal grupisanje reč gramatički u rečenica , klauzula i fraza "
5190,jezik izraziti vidljiv gest ruka . 
5191,lak obojen mineral koji se sastojati od kristal kalcijum magnezijum karbonat ; koristiti se za proizvodnja keramika 
5192,prozor koji imati dva krilo koji kliziti gore i dole 
5193,poklapati se sa red Pholidota . 
5194,smanjenje ekonomski aktivnost što imati za rezultat pad cena . 
5195,stanje imovina da jesam u ruka primalac . 
5196,porodica amerindijanskih jezik koji se govoriti u Vašington i britanski Kolumbija 
5197,program koji se koristiti za pregled HTML dokument 
5198,podeliti ili organizovati u govorni segment ili govorni zvuk koji se moći izolovati 
5199,mali rebrast tikva taman zelen ili žut boja žut ili narandžast meso 
5200,"koji jesam primenjljiv na šta ili koji se odlikovati šta što jesam posebno , naročito ili jedinstveno "
5201,palica koji se koristiti za igranje kriket . 
5202,insekt ; činiti pet šestina sav poznat životinjski vrtsa . 
5203,evropski lojka 
5204,žut mineral koji se sastojati od nikl sulfid ; slab izvor nikl 
5205,pisati reč za ( pesma koji se pevati ) 
5206,"verski kult koji se praktikovati uglavnom na Karibi , pre sav Haiti ; uključivati veštičarenje i verovanje u primitivan božanstvo i fetiš "
5207,morski riba koji živiti na dan u toplim voda ; imati na brada dva ? barbels . 
5208,računarski jezik stvoren u Evropa kao podrška obraditi prirodan jezik 
5209,Učiniti nečist . 
5210,hladnokrvan kičmenjak koji obično živa na kopno ali se množiti u voditi ; voden larva prolaziti kroz promena u oblik odrastao 
5211,"glasanje u koji jesam poznati kako jesam glasati ni jedan pojedinac , ali ukupan rezultat glasanje jesam javan . "
5212,primena pritisak 
5213,planinski republika u centralni Evropa ; ranije deo Habzburške monarhija i Jugoslavija ; steći nezavisnost @ord@ 
5214,mali riba nalik haringa koji se hraniti plankton ; obično se konzervirati ceo ili u oblik pašteta ; imati jesam mnogo u toplim voda širom svet . 
5215,alkoholni pića ( najčešće piva ) koji se praviti kod kuća 
5216,služiti kao sredstvo za ulazak 
5217,smesa za palačinka koji se peći u poseban posuda koji napolitanka davati karakterističan izgled ( utisnuti četvrtast šara na površina ) . 
5218,"mlečan žlezda kod goveče ( krava , ovca i koza ) "
5219,veoma mali rod aromatičan evropski trava sa ? složen lišće i žut cvet . 
5220,Udruženje ljudi koji pripadati isti profesija . 
5221,posebno zanimanje za koji jesam obučiti 
5222,"iznenadno električni pražnjenje između oblak , ili između oblak i zemlja koji pratiti snažan svetlost "
5223,drvo iz jugoistočni Azija koji imati jestiv ovalan plod sa tvrd podljikavom kožica . 
5224,četvrtast komad platno koji se koristiti za brisanje oči ili nos ili kao dodatak komplet 
5225,koji se odnositi na kombinacija i uređenje element u skup 
5226,učenje po koji se sav pojaviti u priroda i društvo svoditi na mehanički kretanje materija 
5227,kontrolni karakter koji označavati pomeranje kursora ulevo 
5228,Smeđa evropski eja . 
5229,Višegodišnja trava koji uglavnom cvetati u jesen ; ponekad se smeštati u porodica Colchicaceae . 
5230,izabrati glasanje u članstvo ili na dužnost . 
5231,"meko , mesnat jastuk koji se nalaziti na donji površina stopala životinja ili ljudski prst "
5232,biti deo nešto ili biti svojstvo nešto . 
5233,tipski rod porodica Moraceae : dud . 
5234,kretnja ruka ili telo koji izražavati ili pomagati da se izraziti misao . 
5235,vreme rad jesam @card@ sat dnevno @card@ dan u nedelja 
5236,diferencijalna jednačina koji uključivati funkcija više promenljiv 
5237,organizovati potraga ( od strana policija ) za osoba ( optužen za zločin ) 
5238,sirovina za boja i lakmus . 
5239,jevrejski obred obrezivanje koji se izvoditi na dečak osmi dan po rođenje 
5240,punč sa penusavim vino 
5241,neki ko upravljati firma . 
5242,oprema koji se koristiti u gimnastički vežba 
5243,rod bakterija 
5244,biti koji od vrsta reč tradicionalan gramatika 
5245,foraminifere 
5246,zatvoren kriva koji se ne presecati . 
5247,Tražiti radi zaposlenje . 
5248,"nekada se smatrati da jesam taj jedan od četiri element od koji se sastojati svemir ( po Empedokle , arhaičan ) . "
5249,ester glicerola 
5250,( filozofija ) filozofski teorija da se sav matematika moći izvesti iz formalan logika 
5251,"osnovni socijalan grupa , koji činiti roditelj i deca . "
5252,Ići ili putovati sa neki . 
5253,tropski ptica iz Južne Amerika ; mužjak imati sjajno crven ili narandžast perje i uzdignut kresta . 
5254,država na tri Luvard ostrvo 
5255,odrediti količina eksploziv koji jesam spremiti tako da eksplodirati u tačan trenutak 
5256,težak zločin 
5257,vodovodni instalacija za vršenje nužda . 
5258,rastvorljiv i trošan zemljan depozit koji se uglavnom sastojati od kalcit ili dolomit ; koristiti se kao đubrivo za tlo sa nedostatak krečnjak 
5259,diplomiran student koji imati zaduženje u nastava na fakultet . 
5260,"Nečista vrsta kvarc , poludrag kamen , koristiti se u proizvodnja nakit i u tehnika . "
5261,pročišćen puter bojiti lagano i začiniti sok od limun i peršun 
5262,postupak vezati za seksualan opštenje . 
5263,dati verbalan ili drugi izraz svoj osećanje . 
5264,koji pripadati ili jesam u veza sa opatija 
5265,čitanje ili brz pregledanje 
5266,( gramatika ) jedan od dva glavna rečenični konstituent o koji se nešto kazivati putem predikat 
5267,novčan jedinica Mađarska 
5268,grana zoologija koji pročava sisara 
5269,"drvo od leska , lešnik "
5270,skraćen oblik reč ili izraz 
5271,"radioaktivan gasovit element koji nastajati dezintegracija radijum , težak od inertan gas , imati ga u priroda , smatrati se štetan za zdravlje . "
5272,klasni organizacija unutar društvo 
5273,Čin ulaganje novac . 
5274,serviranje npr . mleven meso ili riba u bogat krema peći gu mali posludi za pecivo ili timbal školjka 
5275,"preusmeravanje misao , osećanje i nagon sa jedan predmet ili osoba na drugi osoba ili predmet ; ljudi često koristiti pomeranje kada ne moći da ispoljiti svoj osećanje prema neki osoba na siguran način "
5276,napraviti rupa u nešto . 
5277,glagolski oblik koji se izražavati radnja koji hteti trajati u budućnost 
5278,"izvršiti proces ili program , npr . na računar ili mašina "
5279,tako sa pileći punjenje 
5280,promeniti redosled nešto 
5281,"kontinentalan država na zapad Afrika , steći nezavisnost @card@ ; velik deo teritorija jesam u Sahara "
5282,rod stomačni bakterija 
5283,staklen posuda koji držati tečnost dok se piti . 
5284,neki od redak vredan metal koji se obično koristiti za pravljenje novac i nakit . 
5285,koji se odnositi ili uključivati institucija . 
5286,stanovnik Bahrein ili poreklo iz Bahrein 
5287,jak žica sa bodlja koji jesam postaviti u jednak razmak ; služiti da sprečiti nedozvoljen prolazak 
5288,dijalekt albanski koji se govoriti u južnoj Albanija i u deo Grčka i Italija 
5289,mlad luk pre nego što lukovica porasti ; koristiti se za salata 
5290,rožnat deo koji se nalaziti na kraj stopala kopitar 
5291,čin organizovanje poslovan aktivnost ili aktivnost koji jesam s posao u veza 
5292,koji se ticati glavnog grad sjedinjen Američkih Država 
5293,"osoba , ne morati biti supružnik , sa koji neki živiti i dug vreme imati seksualan odnos . "
5294,"rod porodica Canidae : domaći i divalj pas , vuk i šakal . "
5295,obožavanje đavo 
5296,večernji služba za mrtav u rimski katolički crkva 
5297,posuđe sastavljen od kompletan set ( srebro ili posuđe ) za upotreba za sto 
5298,dunja . 
5299,Najveća zemlja Južne Amerika 
5300,žut ovalan plod sočan i kislele unutrašnjost 
5301,kamen koji nastajati stvrdnjavanje mineralan so ; nalaziti se u šupalj organ ili kanal telo 
5302,biti prevoziti vozilo . 
5303,mehanički sistem u zgrada koji obezbeđivati svež vazduh 
5304,prostirati se preko povrĹĄine neÄega ; i u vremenski znaÄenju 
5305,običan siv divalj evropski gusak ; predak mnogi domaći sorta 
5306,strofa sastaviti od dva uzastopan stih ; obično rimovan 
5307,"smatrati se osnovni odbrana , pri koji se ispoljavati suprotan osećanje ili impuls od onaj prvobitan ; osećanje i reakcija koji proizilaziti iz reaktivan formacija često jesam prekomeran , uporan , nesrazmeran situacija i okolnost ; osoba se ponašati potpuno suprotno od onaj kako biti zaista želeti , a da taj jesam ni svestan "
5308,medicinski instrument koji beležiti električni struja povezan sa kontrakcija srce 
5309,"glavni grad Kuvajt , luka u Persijskom zaliv "
5310,jedinjenje telurijuma sa još jedan elektropozitivnim element 
5311,imati ga u priobalan pojas severni Atlantik ili reka koji se ulivati ; odrasti ne uginuti posle polaganje jaje . 
5312,u Rimokatoličkoj i Istočnoj pravoslavan crkva čin pripuštanje preminuli osoba u kanon svetac . 
5313,"velik prirodan tok voda , velik od potok . "
5314,čin kombinovanje u integralan celina 
5315,Široko se gajiti zbog mirišljav sivo-zelenih list koji se koristiti za kuvanje i za mirisan ulja . 
5316,neki od više zeljast biljka čiji seme se kačiti za odeća . 
5317,komercijalan posao koji obezbeđivati redovan let za putnik 
5318,aparat za vizuelan signaliziranje svetao ili mehanički pokretan ručica 
5319,glavni grad Mauritanija 
5320,"Teškoće koji se javljati samo pri pisanje , obično kao preteran stezanje olovka . "
5321,postojano skladištiti koji čuvati informacija u oblik mehurić na tanak film od magnetan silikat ; više se uglavnom ne koristiti 
5322,biti koji od dva znak interpunkcija ( [ ili ] ) koji služiti da zagraditi deo tekst 
5323,los 
5324,"koji se ticati Mali , njegov ljudi i kultura "
5325,posuda u koji se odlalje smeća 
5326,Nešto što jesam stvoren slaganje nekoliko stvar koji tvoriti jedinstven celina . 
5327,"u računarstvo , kola koji se sastojati od hardver i pridružen veza koji povezivati uređaj sa drugi uređaj , npr . računar i tvrditi disk ili drugi periferik "
5328,rod porodica lasta Hirundinidae 
5329,ruski revolucionar i teoretičar komunizam koji jesam pomoći Lenjin da izgraditi armija ; Staljin ga jesam izbaciti iz Komunističke partija i na kraj ubiti u Meksiko ( @card@ ) 
5330,ometanje nečiji put . 
5331,grupa ljudi koji zajedno živa u kamp . 
5332,kritički procieniti 
5333,penutski jezik koji govoriti narod Kostano 
5334,koji se odnositi na metorite ili jesam izazvno ona 
5335,"obrtanje normalan red reč ( kao u "" sir ja voliti "" ) "
5336,proces mešanje molekul kao rezultat slučajan toplotni uzbuđivanje 
5337,prestonica i velik grad Litvanija . 
5338,pogrešno predstaviti 
5339,tropski riba koji živa pri dan morati . 
5340,uzrokovati da se nešto prevrnuti 
5341,( stih ) koji imati slog ili slog višak na kraj metrički kompletan stih ili u metrički stopa 
5342,grana medicina koji se baviti ispitivanje i dijagnostika bolest upotreba X zraka ili drugi vrsta zračenje . 
5343,letelica koji imati čvrst krilo i pokretati jesam propeler ili mlazni motor 
5344,"biti velik po broj , količina , moć , status ili značaj "
5345,"uglavnom tropski drveće , žbunje i loz koji obično imati visoko stubast stablo koji na vrh imati veoma velik lišće . "
5346,"Višegodišnja biljka južne Evropa koji imati kititi mirisan cveće raznih boja , posebno žut i narandžast ; često se nalaziti na star zidina i stenje ; ponekad se smeštati u rod Erysimum . "
5347,osnovni grupa prirodan predmet . 
5348,biti zaposliti . 
5349,droga koji brzo izazivati zavisnost 
5350,"mali , vrlo štetan leptirić čiji gusenica nagrizati krzno , vuna , žito , biljka , i sl . "
5351,u grčki mitologija pohlepan frigijski kralj koji jesam Dionis dati moć da sav što dodirnuti pretvoriti u zlato 
5352,Čin obavljanje nešto uspešno koristiti znanje . 
5353,tropski riba sa velik lepezast grudni peraja . 
5354,literatura u metrički forma 
5355,grupa parazitski bakterija koji živa u zglavkar ( krpelj i grinja ) i koji moći da izazvati bolest ako se preneti na ljudi 
5356,novčan jedinica Tajland 
5357,Nešto što služiti kao prekrivač ili zaštitnik . 
5358,mesto bliže kraj neki zona . 
5359,"majonez sa ren , rendanim crn luka i čio sos ili kečap ; ponekad sa dodatak kavijar "
5360,sirovina dobiti od životinja . 
5361,imati o nešto neki mišljenje . 
5362,"specijalista iz blasti kardiologija ; specijalista sa struktura , funkcionisanje i poremećaj rad srce . "
5363,"uglavnom tropski drveće , žbunje ili trava koji proizvoditi mlečan sok i česta imati lepo cveće ; mnogi jesam izvor droga . "
5364,profesija koji se izučavati na medicinski fakultet ili sličan ustanova a u cilj lečenje i sprečavanje bolest 
5365,penutski jezik koji govoriti narod Činuk 
5366,Događaj koji završavati nešto . 
5367,skinuti se 
5368,geološki promena u sadržaj mineral u stena nakon što jesam stena formirati 
5369,grupa jezik koji se govoriti u krajnji zapadni delo zapadni Afrika 
5370,"funkcionalan reč koji se kombinovati sa imenica , zamenica ili imenički sintagma dati tako predloško-padežnu konstrukcija koji moći imati pridevski ili priloški funkcija "
5371,Aguti i ? ? 
5372,prezime loz engleski kralj koji jesam vladati od @card@ do @ord@ godina . 
5373,algonkinski jezik narod Malisit i Pasamakodi 
5374,dvokrilan morski školjka koji živiti u pesak ili blato . 
5375,poreklo sa pacifički ostrvo ; imati jestiv plod čiji tkivo nalikovati na hleb . 
5376,"Grčki filozof koji jesam misliti da se celokupan svet sastojati od čestica vatra , voda , vazduh i zemlja ( živeti u peta vek pre Hrista ) "
5377,drven duvački instrument sa vertikalan cijevi i @card@ rupica i usni zviždaljka 
5378,koktel koji se praviti od vodke i sok od pomorandža 
5379,"tajna obred u kult božanstvo star Grk ili Rimljanin koj uključivati pevanje , igranje , napijanje i seksualan aktivnost "
5380,kancelarijski nameštaj koji se sastojati od ladica za držanje papir u red 
5381,čin sponzorisanje šta ( biti zvanično biti finansijski ) 
5382,otvor za vrat ; deo odeća blizu otvor za vrat . 
5383,ceo broj koji deliti drugi ceo broj bez ostatak 
5384,"osoba odrediti vrsta , koji obično imati pun ekscentričnost . "
5385,jedan od četiri karta iz špil koji imati jedan simbol na lice . 
5386,posluženje koji se sastojati od sendvič i garnirung 
5387,Žbun koji cvet i rađati bobica ; poreklo sa severni hemisfera . 
5388,oštar vrh na bodljikav žica 
5389,dimak ; rasprostraniti na severni hemisfera . 
5390,prijateljski tražiti od neki da nešto učiniti . 
5391,"predmet koji se koristiti kao kontejner , posebno za tečnost . "
5392,neki biljka iz porodica Araceae ; imati mali cvetić 
5393,napuniti ili natovariti do kraj . 
5394,platforma podignuti iznad nivo okolina da biti se istaknuti osoba na ona 
5395,fetućine u krem sos sa sir ; dobiti jesam ime po rimski restoran 
5396,suv jabukovača koji se praviti u Normandija 
5397,grana antropologija koji se baviti ljudski kultura i društvo 
5398,Višak rashod nad prihod ( obično tokom neki perioda ) . 
5399,koji trajati tri sezona ili više . 
5400,( računarstvo ) blok ( obično jedan sektor ) koji ne moći pouzdano da čuvati podatak 
5401,ženski rublja i noćni odeća 
5402,dati prvenstvo kandidat ili mera ili odluka . 
5403,"elektromagnet , npr . n magnetofon , koji konvertovati električni varijacija u magnetan koji se moći uskladištiti na neki površina i kasnije pronaći "
5404,dati reč izveštaj ili predstava o nešto . 
5405,uzeti ili uhvatiti nešto sila . 
5406,Odeća koji se nositi preko drugi odeća . 
5407,deo Južnog kineski morati između Indokina i malajski poluostrvo 
5408,propust da se učestvovati . 
5409,kod koji se sastojati od nizak od @card@ binarni cifra pomoću koji se predstavljati karakter 
5410,svaki ko verovati da jesam u stanje da promeniti svoj sudbina 
5411,velik beo čaplja 
5412,procep u gladak mišićni tkivo kroz koji izvirivati telesni sklop 
5413,lepo zimzelen drvo sa složen tamnozelen list i mirisan beo cvet ; iz Kina i Japan . 
5414,sirovina koji se dobijati od biljka . 
5415,vitak morski pas rasprostraniti po svet ; plav telo prelaziti u beo boja na stomak ; opasan naročito za vreme katastrofa na mora . 
5416,sisara koji imati posteljica . 
5417,držati nešto u ruka i pomerati ga 
