ID,POS,NEG,Lemme,Definicija,Vrsta
ENG30-02304982-v,0.003504801742425734,0.0027841517847688735,"prikupiti,nagomilati,zgrnuti",Sakupiti zajedno.,v
ENG30-02639964-v,0.0064990554295798475,0.0027191523753424818,pripadati,Biti deo nečega ili dodatak enčemu.,v
ENG30-00818805-v,0.06328319610044542,0.0019490480510908625,ispovediti se,"priznati Bogu u prisustvu sveštenika, kao u katolisykoj veri (?)",v
ENG30-00817311-v,0.09917384263464868,0.025722889866322873,priznati,Izjaviti da je nešto tačno ili priznati postojanje nečega.,v
ENG30-00306017-v,0.0029205191223518057,0.08224156082557599,"puknuti,eksplodirati","Prasnuti, obično uz buku.",v
ENG30-00736671-a,0.003991576720920875,0.018400686670986488,eksplodiran,Rasturiti s velikom silom.,a
ENG30-02593107-v,0.036670080648415926,0.0050673999652799395,služiti,"Biti u službi, biti sluga, kao sluga naroda, institucije ili ideja.",v
ENG30-01556346-v,0.004055060901934304,0.01713202194243113,"rascepiti,prekinuti,precepiti",Razdvojiti ili biti razdvojen silom.,v
ENG30-02627753-v,0.007157921514377996,0.002557426414356634,"rasti,niknuti",Imati korene u nečemu.,v
ENG30-00634906-v,0.008146656140804787,0.03822573779535343,"shvatiti,rešiti,savladati",naći rešenje za nešto (problem ili pitanje),v
ENG30-01384439-v,0.0067597978507460965,0.0029935442601622952,sakupljati,"Sakupiti, na primer, dokaze.",v
ENG30-01039330-v,0.012175706431686528,0.002567884728729375,signalizirati,Sporazumevati se ćutke i neverbalno; sporazumevati se jezikom znakova,v
ENG30-00836236-v,0.010079624789546493,0.0028347696240649256,"simbolizovati,predstaviti","Izraziti indirektno slikom, oblikom ili modelom; biti simbol nečega.",v
ENG30-01963942-v,0.002968440700642283,0.002076591302029307,"skočiti,skakati",Kretati se napred u skokovima.,v
ENG30-00237259-v,0.0020577759418820563,0.002279162493739051,"ukuvati se,koncentrisati se,odvariti se",kuvati se (kao sos),v
ENG30-00151689-v,0.026848108231196655,0.008740366160044921,"smanjiti se,umanjiti se","Smanjiti se po veličini, opsegu ili rastojanju.",v
ENG30-01356038-v,0.00352802717627565,0.014188049673452774,"odvojiti,isključiti,razdvojiti",Učiniti da se nešto odvoji ili rastavi,v
ENG30-01753788-v,0.015624781733810877,0.008429219609558558,stvoriti,Učiniti da nešto postane.,v
ENG30-02160779-v,0.0178012580401532,0.0020896971947781395,"svetleti,sijati","Svetleti sjajno, kao zvezda ili svetlo.",v
ENG30-01726172-v,0.002072340337626599,0.0020090253037139405,svirati,Izvoditi muziku na muzičkom instrumentu.,v
ENG30-01086103-v,0.008847825664401121,0.0020644594610930156,"trkati se,trčati","Takmičiti se u trci, kao u atletici",v
ENG30-00086320-v,0.0023640281455605816,0.0031078792111962628,"ubrizgati,ušpricati",Dati injekciju.,v
ENG30-02546075-v,0.2971032682031387,0.016146016415953035,"ukazati čast,odati počast",Odati poštovanje nekome.,v
ENG30-01677716-v,0.002027947309735545,0.0020675992996723735,"okačiti,oblepiti",ukrasiti ili namestiti pomoću nečeg okačenog,v
ENG30-01696648-v,0.0035769453378682314,0.002527575764275092,"obojiti,ofarbati",ukrasiti bojama,v
ENG30-01675963-v,0.2101601033142524,0.0027949629953818445,"ukrasiti,uresiti,dekorisati,iskititi","Učiniti atraktivnijim dodavanjem ukrasa, boje, i sl.",v
ENG30-01480149-v,0.0021828671318324666,0.0028614213091167073,"uloviti,uhvatiti","Uhvatiti lovljenjem, mamcima ili zamkama.",v
ENG30-01368001-v,0.0018863937766067096,0.0021039358288756915,"raskopčati,otkopčati,razdrešiti",Otkopčati dugmad na nečemu,v
ENG30-01579813-v,0.002900042380509227,0.002132185544190257,"otvoriti,rastvoriti,raširiti",Promeniti iz sklopljenog ili skupljenog stanja u otvoreno.,v
ENG30-01519977-v,0.0018533326888290347,0.24462722318412933,"vratiti,povratiti",Otkazati ili poništiti radnju ili njenu posledicu,v
ENG30-00912833-v,0.059525761265669885,0.0025701853226767213,"vriskati,vrištati,derati se",Izgovoriti veoma jakim glasom.,v
ENG30-02663848-v,0.009647508476272826,0.01507810256291986,"zavisiti,ovisiti,temeljiti se",Biti uslovljen nečim.,v
ENG30-02609764-v,0.02218137233831019,0.0023594900903853855,završavati se,"Imati kraj u vremenskom, prostornom ili kvantitativnom smislu; prostorno ili prenosno značenje.",v
ENG30-02542795-v,0.48125344011340676,0.004148433537822349,slušati,Biti poslušan nekome.,v
ENG30-00150287-v,0.030644197413242757,0.02861234957865566,prilagoditi se,Prilagoditi se novim ili izmenjenim uslovima.,v
ENG30-02486232-v,0.06626536512517145,0.0032668169751088882,"izlaziti,viđati se,sastajati se,sastati se",izlaziti redovno; imati stalan odnos sa nekim,v
ENG30-00456740-v,0.29053325408817976,0.003265807570235424,složiti,Učiniti da se slaže ili saglasi.,v
ENG30-01631072-v,0.14955167182294637,0.0060238213142564945,obnoviti,"Ponovo uspostaviti na novoj, obiyno boljoj, osnovi; učiniti da nešto bude kao novo.",v
ENG30-00333829-n,0.018941150289008668,0.03204117832703357,"smetanje,remećenje",Čin kojim se neko ili nešto remeti; pokretati nešto.,n
ENG30-00553823-n,0.011432586187572369,0.5262862126772117,"potres,uznemirenje,metež,gungula,gužva",bučni nemir,n
ENG30-00028651-n,0.00449827558279825,0.002186405127056368,prostor,Neograničeno trodimenzionalno prostranstvo u kome je sve smešteno.,n
ENG30-13777764-n,0.0037183321757243704,0.002685771111957891,mesto,Prostor za kretanje.,n
ENG30-02841066-a,0.0104427183767406,0.00250880371533313,prostorni,Koji se odnosi na prostor ili koji ima prirodu prostora.,a
ENG30-02836658-a,0.0023594827389956663,0.00202399799587738,organski,Koji se odnosi ili koji može da nastane od živog organizma.,a
ENG30-00004258-n,0.003249910506495368,0.002731141480692756,živa stvar,"Živi objekat, ili onaj koji je nekada živeo.",n
ENG30-01761706-v,0.1440884625556027,0.03474924024362913,uzbuditi,Pokrenuti osećanja ili emocije nekoga ili nečega.,v
ENG30-00021939-n,0.0019995972938708917,0.002097483021753277,ljudska tvorevina,Objekat koji je stvorio čovek uzet kao celina.,n
ENG30-00003553-n,0.0020631078497039823,0.001955327750788882,celina,Skup delova koji se posmatraju kao jedan objekat.,n
ENG30-08248157-n,0.001801248537437239,0.0020647904743116285,orkestar,Instrumentalisti uključujući gudače.,n
ENG30-02956137-a,0.0058757113525009785,0.0020471560069657,orkestarski,Koji se odnosi ili koji je komponovan za orkestar.,a
ENG30-08246613-n,0.002443136292781034,0.002323420363749662,"muzička grupa,muzička organizacija",Organizacija muzičara koji nastupaju zajedno.,n
ENG30-08008335-n,0.002905103927337116,0.002506602173530048,"organizacija,kolektiv",Grupa ljudi koji rade zajedno.,n
ENG30-07950920-n,0.02261103893650951,0.0026222338808912227,društvena grupa,Ljudi koji dele neke društvene odnose.,n
ENG30-00031264-n,0.004017405830112786,0.0020071646792567677,grupa,"Bilo koji broj objekata, ili članova, koji se posmatraju kao jedinica.",n
ENG30-08249038-n,0.0018653941437838384,0.0020202023074267217,"grupa,sastav",Instrumentalisi ne uključujući gudače.,n
ENG30-04907991-n,0.13314130674247604,0.4151245183790193,"prkos,buntovništvo,buntovnost",Namerno prezrivo ponašanje ili stav.,n
ENG30-04907269-n,0.2301088463566252,0.12032050304626907,"neukrotivost,nepopustljivost",Karakterna crta koja pokazuje da je na osobu teško uticati ili je kontrolisati.,n
ENG30-04905188-n,0.4935871665845424,0.009141967214158164,popustljivost,"Karakterna crta koja govori da je osobu lako nagovoriti, ubediti.",n
ENG30-02451113-a,0.37058123843571433,0.0035184164514232563,popustljiv,"Kojim se lako upravlja, koji ustupa.",a
ENG30-02451951-a,0.09917391945721477,0.518694163459557,nepopustljiv,"Koji nije popustljiv, kojim se teško upravlja.",a
ENG30-04616059-n,0.2568590841929641,0.0027990840117659843,"osobina,karakterna crta",Razlikovni atribut nečije lične prirode.,n
ENG30-00002137-n,0.002166781359072445,0.002287078433390377,apstrakcija,Opšti koncept koji se formira ekstrahovanjem zajedničkih svojstava iz specifičnih primera.,n
ENG30-04617562-n,0.21204213269570893,0.0019950664840084897,ličnost,"Kompleks svih atributa - ponašanja, temperamenta, emocionalnih i mentalnih - koji karakterišu jednu individuu.",n
ENG30-02858816-a,0.042493407231928515,0.0029008878294245477,ličan,Koji potiče od ličnosti.,a
ENG30-00528836-v,0.004314619441541545,0.0025721223550165817,"svanuti,razdaniti se",Postaje svetlo.,v
ENG30-02756558-v,0.002817955129200911,0.013560753576809859,kišiti,Padati (kiša).,v
ENG30-01332205-v,0.0028177488678622353,0.0024444896811175454,"zalepiti,paste","Spojiti ili pridodati pomoću lepka, ili kao lepkom.",v
ENG30-05573602-n,0.0016860900929787093,0.0018542347958900862,koleno,"Zglob na ljudskoj nozi koji spaja golenicu i cevanicu sa bedrenjxčom, a spreda ga štiti čašica.",n
ENG30-01202904-n,0.0020774660501379216,0.0020810274276632512,"kooperacija,saradnja",Zajednička operacija ili radnja.,n
ENG30-01168569-n,0.01852423211759291,0.00293730458444319,"suparništvo,rivalstvo","Čin nadmetanja, npr. za profit ili nagradu.",n
ENG30-00158804-v,0.0024286089555909385,0.002524915160386776,"akumulirati se,nakupiti se,zgrnuti se,nagomilati se",Sakupljati se.,v
ENG30-00681429-v,0.1189846824079197,0.003282574859206022,"oceniti,proceniti,odmeriti",Proceniti vrednost nečega.,v
ENG30-00674340-v,0.025477911978796897,0.7273840267954625,"ne odobravati,zamerati",Smatrati da je nešto loše ili pogrešno.,v
ENG30-01776727-v,0.047852675610933204,0.3394898429454898,ne dopadati se,have or feel a dislike or distaste for,v
ENG30-02683127-v,0.026980673158077728,0.003549833977131378,držati na distanci,Održavati rastojanje.,v
ENG30-02415831-v,0.008911860213925316,0.004330587611844017,"uposliti se,pozabaviti se",Uposliti se nečim.,v
ENG30-02313250-v,0.03481423884935264,0.06009700924463157,lišiti,"Sprečiti nekoga da ima, drži ili dobije.",v
ENG30-02283324-v,0.08068593268260038,0.0038848710523513574,"sačuvati,držati",Obezbediti ili sačuvati za moguće buduće korišćenje ili primenu.,v
ENG30-00479176-v,0.00664219176923897,0.25804752028143074,"masakrirati,pobiti,poklati",Ubiti velik broj ljudi bez razlike.,v
ENG30-00479060-v,0.001983920719584198,0.004389802601298065,udaviti,Ubiti potapanjem u vodu.,v
ENG30-01215168-n,0.009726070293063493,0.003649317153567644,potkrepljenje,Čin davanja ovlaštenja.,n
ENG30-01588493-v,0.002256986084773871,0.0027591254146841493,"označiti,etiketirati",Zakačiti etiketu ili obeležje.,v
ENG30-00749574-n,0.025930126478384885,0.6850590308210363,"lopovluk,nitkovluk",Nedostatak poštenja; činovi laganja ili prevare ili krađe.,n
ENG30-04629604-n,0.11632392017114412,0.31200061945188295,"hladnoća,frigidnost",Nedostatak naklonosti ili entuzijazma.,n
ENG30-05042138-n,0.08368369266680453,0.4833214215963242,"letargija,iznemoglost",Slabost koju karakteriše nedostatak vitalnosti ili energije.,n
ENG30-05040275-n,0.07777364680335808,0.5355280501560955,slabost,"Svojstvo nedostatka fizičke ili mentalne snage; podložnost neuspehu pod pritiskom, stresom ili napetošću.",n
ENG30-14478291-n,0.001585239342331235,0.6143834682022327,"neplatežnost,insolventnost",Nedostatak finansijskih resursa.,n
ENG30-14478143-n,0.041408623121738763,0.003486941121578546,solventnost,Sposobnost da se zadovolje obligacije kako dospevaju.,n
ENG30-09334396-n,0.0017388232848194463,0.001961863865568958,"kopno,suho,zemlja",Čvrsti deo Zemljine površine.,n
ENG30-02594370-a,0.06296217899127488,0.0021677211980390965,ustavan,Koji je zasnovan ili se odnosi na ustav.,a
ENG30-06349220-n,0.0020423106213716125,0.002091380145182953,pismena komunikacija,Komunikacija putem pisanih simbola.,n
ENG30-02956371-a,0.005347289866729277,0.0025558255379634076,komunikativan,Koji se odnosi na komunikaciju.,a
ENG30-00031921-n,0.002289402299634702,0.001976865344754941,"odnos,relacija",Apstrakcija koja pripada ili karakteriše dva entiteta.,n
ENG30-02987667-a,0.009554426362250013,0.006943176676962537,pohranjen,Sakupljeno (dok ne bude potrebno),a
ENG30-01127411-v,0.009566746066587584,0.0029435673461133405,"opkoliti,opsednuti",Okružiti nekoga tako da se primora na predaju.,v
ENG30-01119169-v,0.0073478681789147515,0.6679690195070016,"napasti,navaliti na koga,nasrnuti,navaliti","Pokrenuti napad ili uvredu na nekoga; početi sa neprijateljstvom, kao u slučaju rata.",v
ENG30-02614387-v,0.012862660749939359,0.002288483842399991,"živeti život,voditi život",Voditi neku vrstu života; živeti na određen način.,v
ENG30-04424418-n,0.005410650275811335,0.0461136787162868,stvar,Objekat koji nije posebno imenovan.,n
ENG30-00046177-n,0.011415350799476087,0.007599640254889906,"bekstvo,napuštanje",Odlazak (bez dozvole) sa mesta na kome treba da budete.,n
ENG30-00036762-n,0.2719176012349642,0.030165244944146963,"delo,podvig",Primetno dostignuće.,n
ENG30-00037396-n,0.022045189623072226,0.15160025108261355,"akcija,radnja",Nešto urađeno (obično suprotno od nečeg rečenog).,n
ENG30-14991927-n,0.001732002390698817,0.001898284448460963,biljni proizvod,Porizvod načinjen od biljnog materijala.,n
ENG30-03808564-n,0.011981612667607777,0.15599711857752752,narkotik,"Droga koja stvara otupelost ili obamrlost, često se uzima iz zadovoljstva; česta upotreba može da dovede do zavisnosti.",n
ENG30-04809453-n,0.5767512500930989,0.007668811147328647,"validnost,valjanost",Kvalitet posedovanja zakonodavne snage ili delotvornosti.,n
ENG30-04723816-n,0.05238590456606218,0.0020682892954475562,osnovna karakteristika,Glavni i razlikovni atribut nekoga ili nečega.,n
ENG30-09284015-n,0.0017333555190655048,0.0019439834325405414,"šuma,šumadija",Zemlja koja je prekrivena stablima i grmljem.,n
ENG30-08438533-n,0.0016517542145804143,0.0018482707284048772,šuma,Drveće i druge biljke u velikom gusto pošumljenom području.,n
ENG30-00316768-v,0.044152264347925296,0.021515850773706546,skratiti,Učiniti kraćim nego što je bilo prvobitno; smanjiti po dužini ili trajanju.,v
ENG30-02205272-v,0.0032402172633467785,0.003120054299479591,uzeti,Prebaciti u svoju svojinu.,v
ENG30-01043887-v,0.0063174164662687105,0.012501219547781162,šištati,"Ispuštati zvuke poput zvonjave, zvižduka ili cviljenja.",v
ENG30-03316406-n,0.0017542856749610536,0.002071471792133295,"fabrika,tvornica",Industrijski pogon koji se sastoji od zgrada sa sredstvima za proizvodnju.,n
ENG30-00427802-v,0.04343385311013481,0.12155037434941551,"minimalizovati,umanjiti",Učiniti malim ili beznačajnim.,v
ENG30-00441445-v,0.022094485923165763,0.004424450560922111,smanjiti,Učiniti manjim.,v
ENG30-06405699-n,0.0021861375110603376,0.0021275461452461286,"natpis,naslov",Slova upisana na nečemu (posebno izrezbarena ili ugravirana).,n
ENG30-06793231-n,0.0019663282700834728,0.0022131213017759777,"natpis,firma,cimer",Javno prikazivanje obično pisane poruke.,n
ENG30-02320374-v,0.011094089132628326,0.028723876458487396,zaračunati,Tražiti isplatu.,v
ENG30-01194938-v,0.015148504581927291,0.00405745109605693,"ugojiti,popuniti",Uciniti debelim ili punačkim.,v
ENG30-01415219-a,0.05716521861520629,0.004041073941858819,"mali,minoran",Ograničen po veličini ili obuhvatu.,a
ENG30-07583197-n,0.002181640033872334,0.0019577053834511915,supa,"Tečna hrana, posebno od mesa ili ribe ili povrća, koja često sadrži komade čvrste hrane.",n
ENG30-07556970-n,0.0022566840433473345,0.002014763691365218,jelo,Deo obroka koji se služi u jednom trenutku.,n
ENG30-07573696-n,0.0029249529142045816,0.0020796696443223794,obrok,Hrana koja se služi u jednom trenutku.,n
ENG30-07557434-n,0.002275623731363474,0.00214222853635615,"jelo,jestivo",Određena stavka pripremljene hrane.,n
ENG30-07570720-n,0.002700696024922067,0.0020841157770430385,hrana,Izvor supstanci koje hrane telo.,n
ENG30-00021265-n,0.0019241380392562846,0.0019403207003128031,hranljiva materija,Bilo koja supstancija koju organizm prerađuje da bi dobio energiju i gradio telesno tkivo.,n
ENG30-00019613-n,0.04944460106078896,0.004115447523038718,"materija,supstanca,supstancija,tvar",Ono što ima masu i zauzima prostor.,n
ENG30-08625073-n,0.004869973320076326,0.001977494019577364,desna strana,Položaj blizu ili smer prema desnoj strani; tj. strana ka jugu kada je osoba ili predmet okrenut ka istoku.,n
ENG30-08625462-n,0.0037311902580130507,0.0019443473157751967,leva strana,Položaj blizu ili smer prema levoj strani; tj. strana ka severu kada je osoba ili predmet okrenut ka istoku,n
ENG30-07487375-n,0.06029153953191635,0.14751191030141708,nostalgija,Žudnja za nečim prošlim.,n
ENG30-02164694-v,0.5097161097916443,0.011009351769335929,diviti se,Gledati nekoga sa divljenjem.,v
ENG30-00033599-v,0.02004856576597014,0.0038180421796969455,"gledati,obratiti pažnju,posmatrati",Posmatrati s pažnjom; upraviti nečiji pogled.,v
ENG30-02132745-v,0.008692348655670479,0.23703439002892335,"piljiti,buljiti",Gledati nekoga ukočenim pogledom.,v
ENG30-00941990-v,0.018972812029036668,0.0026452073775855567,govoriti,Izraziti govorom.,v
ENG30-02164531-v,0.06764827316715127,0.37529895847751504,"blenuti,zevati,zijati",Gledati sa čuđenjem; gledati glupavo.,v
ENG30-00420132-v,0.03180403460399095,0.0047816877497810495,"zategnuti,nategnuti",Učiniti zategnutim ili zategnutijim.,v
ENG30-00419375-v,0.017322380624380962,0.005174641094771282,"olabaviti,oslabiti",Učiniti labavim ili labavijim.,v
ENG30-13327896-n,0.007472840218467169,0.4709213646935648,finansijski gubitak,Gubitak novca ili smanjenje finansijske vrednosti.,n
ENG30-13327676-n,0.0026383728958361274,0.4154269428230517,gubitak,Nešto što je izgubljeno.,n
ENG30-00032613-n,0.056821257146713045,0.015143052014228608,"svojina,vlasništvo",Bilo šta što se poseduje.,n
ENG30-03387016-n,0.021843382702859238,0.002591454969437912,"osnov,temelj,baza",Najniža podrška strukturi.,n
ENG30-04360501-n,0.007610915522609396,0.0022652878570896817,nosač,Noseća struktura koja obezbeđuje osnov.,n
ENG30-04361095-n,0.004831905008794379,0.002607668282033515,noseća struktura,Struktura koja služi da nešto podrži.,n
ENG30-04341686-n,0.0018999912986119583,0.002256367469724019,"konstrukcija,sastav",Konstruisani objekat; kompleksna konstrukcija ili entitet.,n
ENG30-09227428-n,0.0016950047982016159,0.0019530035031118942,"plićak,bottom",Nisko nanosno zemljište blizu reke.,n
ENG30-09335240-n,0.0021651239529001387,0.001900211109195915,"zemlja,tlo",Materija iz gornjeg sloja Zelmljine površine na kojoj mogu da rastu biljke (posebno kada se radi o njenom kvalitetu ili korišćenju).,n
ENG30-03699975-n,0.0020475716766439334,0.002072844046028699,mašina,Bilo koja mehanička ili električna sprava koja translituje ili pretvara energiju da bi se poglo obavljanje nekih ljdskih poslova.,n
ENG30-03701640-n,0.0019238104935146438,0.0020734032507396805,mašinerija,Mašine ili mašinski sistemi uzeti zbirno.,n
ENG30-03183080-n,0.0018020694072840016,0.0019899879510996143,"sprava,naprava,uređaj",Instrumentarijum izumljen za naku određenu namenu.,n
ENG30-07881800-n,0.0062589126347818436,0.0021439420699396194,piće,Tečnost koja se može piti.,n
ENG30-07601999-n,0.0016925057977612568,0.0019921532482083393,čokolada,Dobija se od prženih mlevenih zrna kakaoa.,n
ENG30-07755089-n,0.0016824714026544285,0.0019279978356454563,kakao,Puder dobijen mlevenjem pržnih zrna kakaoa pri čemu je najveći deo masnoće odstranjen.,n
ENG30-05090441-n,0.003767327578813706,0.0020759265740224464,veličina,Svojstvo relativne veličine ili opsega.,n
ENG30-01498769-a,0.044710298616251976,0.002927591640315086,merljiv,Može se izmeriti.,a
ENG30-01498957-a,0.07793036281269838,0.1009701359192734,nemerljiv,Ne može se izmeriti.,a
ENG30-00398204-b,0.18619445093758102,0.00272651144154068,merljivo,Do merljivog stepena.,b
ENG30-00398015-b,0.10314789299793503,0.06054077927894852,nemerljivo,Do nemerljivog stepena; preko granica merenja.,b
ENG30-06533648-n,0.005185505809278901,0.002578190030546601,ustav,Zakon koji određuje ustrojstvo vlade.,n
ENG30-13943400-n,0.0031136082937628373,0.049826409154167806,slučaj,poseban splet okolnosti,n
ENG30-03853178-n,0.0017267513082517283,0.0020388710306180613,parter,Sedišta u glavnom nivou u pozorištu.,n
ENG30-02498320-v,0.004634380726082021,0.005486578134758169,"rezervisati,uzeti",Napraviti rezervaciju za boravak ili prevoz; rezervisati unapred.,v
ENG30-00818553-v,0.07914259208669261,0.023853591813941755,ispovediti se,Priznati nešto kao tačno.,v
ENG30-02913152-n,0.0024260397262754196,0.0020425434417905564,"zgrada,kuća",Konstrukcija koja ima krov i zidove i stoji manje-više trajno na jednom mestu.,n
ENG30-01438304-v,0.0052884437673554885,0.002789682947920369,isporučiti,"Doneti do destinacije, izvršiti isporuku.",v
ENG30-01072949-v,0.032854119407829785,0.0022886787530751462,igrati,Učestvovati u igri ili sportu.,v
ENG30-01072262-v,0.050347084108046225,0.003028387132338217,"nadmetati se,takmičiti se",Nadmetati se za nešto; učestvovati u takmičenju; meriti sebe u odnosu na druge.,v
ENG30-01009240-v,0.00970173598387003,0.002907670746824742,"reći,kazati",Izraziti rečima.,v
ENG30-01690294-v,0.0024725785395256494,0.0022110333582512354,crtati,"Napraviti crtež nečega; predstaviti crtanjem, olovkom, kredom itd. na površini.",v
ENG30-01619354-v,0.0034111350712944244,0.00410248934604418,"ponovo stvoriti,ponovo stvarati",Stvoriti nešto ponovo.,v
ENG30-01002740-v,0.0021245971724530577,0.0027700558707257628,"snimiti,filmovati",Napraviti film ili fotografiju nečega.,v
ENG30-02225492-v,0.010224790504891779,0.0024755906376432435,"sačuvati,konzervirati",Sačuvati ili rezervisati za ličnu ili specijalnu upotrebu.,v
ENG30-02202384-v,0.024769427793847498,0.004392283576356348,zadržati,Zadržati posedovanje nečega.,v
ENG30-02199590-v,0.002713306628804979,0.0056639749637659165,dati,Prebaciti svojinu nečeg konkretnog ili apstraktnog na nekog drugog.,v
ENG30-02254258-v,0.046413235243075945,0.0032695903141437554,"urediti,regulisati",Urediti finansijski.,v
ENG30-00805376-v,0.207174472589843,0.0031089708999321175,"slagati se,biti saglasan",Biti u saglasnosti.,v
ENG30-01227675-v,0.010325016416444122,0.004205184019936858,"prodreti,proći","Ući u nešto ili kroz nešto, često savaladavajući otpor.",v
ENG30-02016523-v,0.002861216226367702,0.003524094382076015,"ući,unići,stupiti",Ulaziti negde.,v
ENG30-01442779-v,0.002341889063615099,0.002612062017220751,preforirati,Napraviti rupu u nečemu ili izmedžu nečega da bi se lakše odvajalo.,v
ENG30-01582645-v,0.0019697087349932474,0.0021511154713671488,"opisati,ocrtati,iscrtati",Napraviti znak ili linije na površini.,v
ENG30-01684663-v,0.002418658738986501,0.0035768961962618917,naslikati,Napraviti nečiju sliku.,v
ENG30-01684899-v,0.00274467504930076,0.002571151027198404,slikati,Praviti sliku.,v
ENG30-01688256-v,0.0022049092333453757,0.0036615722458499533,portretisati,Napraviti nečiji portret.,v
ENG30-02123903-v,0.5706355606006763,0.001965451686301023,"pokazati se,pokazivati se,prikazati se,prikazivati se,izbiti,ispoljiti se",Imati kvalitete koji omogućavaju vidljivost.,v
ENG30-02174830-v,0.008118830975194946,0.0023946840130291136,"bubnjati,dobovati",Proizvoditi ritmičan zvuk.,v
ENG30-02180898-v,0.005070987692453954,0.0022040787845636345,zvoniti,Proizvoditi zvonak zvuk.,v
ENG30-02175578-v,0.0021591242093048635,0.0019917692679367605,"kucati,tiktatakati",Proizvoditi zvuk kao sat ili štoperica.,v
ENG30-01843055-v,0.06437056553983478,0.0034225065770128182,"putovati,šećkati se",Ići na put iz zadovoljstva.,v
ENG30-02250625-v,0.00916880150591215,0.004043651421416605,"nadoknaditi,kompenzovati",Isplatiti nadoknadu; odužiti se.,v
ENG30-01555742-v,0.002137987126939578,0.0023197365900209377,"urezati,useći",Napraviti urez u nečemu.,v
ENG30-01277649-v,0.0017137684575327938,0.002089069103361041,izbrazdati,Urezati brazdu u stub,v
ENG30-01556921-v,0.004900936905094078,0.0025268093978843,"rastaviti,razdvojiti,razmaknuti",Razdvojiti što je sastavljeno.,v
ENG30-02267060-v,0.009154399476172692,0.002816846213462121,trošiti,"Izdavati novac, činiti izdatke.",v
ENG30-02297142-v,0.18826305655691744,0.007880074660516989,ponuditi,Predložiti za prihvatanje ili odbijanje.,v
ENG30-02296726-v,0.04400111036701748,0.00330122607155392,nuditi,Napraviti dostupnim ili pristupačnim.,v
ENG30-01021629-v,0.008275206829346793,0.006447877432145255,"urediti,srediti",Pripremiti nešto.,v
ENG30-00988028-v,0.0037675522525022487,0.0020901881415555934,reprezentovati,Služiti kao sredstvo da se nexto izrazi.,v
ENG30-00859325-v,0.5528173075673806,0.006406851267598768,"razveseliti,razgaliti",Dovesti nekoga u bolje raspoloženje.,v
ENG30-00549217-v,0.24530275755726194,0.002346759971011636,razbistriti,"Učiniti jasnim, svetlim, prozračnim.",v
ENG30-00199659-v,0.32453234107100215,0.030769388981692458,"ispraviti,popraviti",Učiniti nešto ispravnim ili korektnim.,v
ENG30-01654271-v,0.0037405151334821696,0.04988970937405224,"falsifikovati,krivotvoriti",Napraviti kopiju s namerom da se neko prevari.,v
ENG30-00202236-v,0.004757539258117838,0.7598638095713808,falsifikovati,Namerno učiniti nešto pogrešnim ili netačnim.,v
ENG30-00138508-v,0.018394292355950803,0.04485081231730792,obrnuti,Promeniti u suprotnost.,v
ENG30-01058224-v,0.00248976127129108,0.003994137801938358,"krckati,lomiti",Proizvoditi zvukove lomljenja.,v
ENG30-00463778-v,0.0031025381341320823,0.0026090712800366234,"stesati,poravnati",Napraviti ravnim ili ravnijim.,v
ENG30-01786906-v,0.007322575687732424,0.21462909483846637,"razbesneti,razjariti",Načiniti nekoga besnim.,v
ENG30-01785971-v,0.030587286374166744,0.6833152330132277,"naljutiti,razljutiti,rasrditi,razgneviti","Izazvati ljutnju, bes.",v
ENG30-02284096-v,0.011291695588989903,0.19841310178653782,"potkupiti,podmititi,potplatiti",Platiti protivzakonito u zamenu za naklonost ili uticaj.,v
ENG30-00400427-v,0.2204151073266667,0.037732250409285406,"svesti,pojednostaviti",Učiniti jednostavnijim ili lakšim ili mu smanjiti kompleksnost ili domet.,v
ENG30-00402539-v,0.06930024233983989,0.005150311266651109,"komplikovati,zamrsiti",Učiniti složenijim.,v
ENG30-00192051-v,0.30300702827523107,0.20668610113213415,"umrtviti,otupiti","Napraviti manje živahnim, intenzivnim ili jakim; umanjiti snagu, žestinu, aktivnost ili osećanje.",v
ENG30-00192836-v,0.5587049237548678,0.0019302181064455581,"oživiti,oživeti",Učiniti živahnim.,v
ENG30-00126264-v,0.0626357223689471,0.054747449964276385,izmeniti,"Izazvati promenu, transformaciju; učiniti različitim.",v
ENG30-00169806-v,0.005081969742908754,0.009966421370640077,"modifikovati,promeniti",Načiniti izmene.,v
ENG30-00293429-v,0.049548168092586664,0.4812528829868814,poružniti,Učiniti ružnim.,v
ENG30-01644746-v,0.029748159635818894,0.0030047327168354343,"realizovati,ostvariti",Napraviti stvarnim ili konkretnim; dovesti u postojanje.,v
ENG30-00713167-v,0.0032842035472331332,0.0026312942683635043,povezati,Napraviti logičnu ili uzročnu vezu.,v
ENG30-02175057-v,0.0021483159845194777,0.0025583512370905837,čegrtati,Proizvoditi kratke uzastopne zvukove.,v
ENG30-00220869-v,0.26193476073809663,0.00678062789507905,"ojačati,osnažiti",Učiniti jakim ili jačim.,v
ENG30-01812720-v,0.020167880707004038,0.0037656659414553317,"oživiti,obodriti,nadahnuti,osnažiti",Uvisiti ili pojačati.,v
ENG30-00220461-v,0.46963758321553684,0.003381963093580964,osnažiti,Steći snagu.,v
ENG30-00223500-v,0.006517142372551632,0.45111238987964697,"oslabeti,oslabiti",Postati slabiji.,v
