X,Predicted,Real
koji jesam korenski tip ; koji jesam povezati sa lingvistički koren ili koji činiti isti ,1,0
osobina koji razlikovati organizam prema njihov reproduktivan uloga . ,1,0
Čija jesam pozicija ili položaj uspravan . ,1,0
"Karakteristično stanje osećanje , uobičajen ili relativno privremeno . ",1,0
obezbediti ustav u država . ,1,0
neki od niz priručnik za turista koji jesam izdati nemački firma koji jesam osnovati Karl Baedeker ,1,0
prirodan i periodićno stanje odmor tokom koji se gubiti svest o svet ,1,0
mišljenje koji držati u veza sa politički pitanje ,1,0
Čin pružanje odobravanje i podrška . ,1,0
sposobnost fizički sistema da raditi ; jedinica za energija jesam džul i erg . ,1,0
element koji se u priroda nalaziti u mineral beril ,1,0
promena ponašanje ili princip ili tačka gledište ,1,0
znanje koji jesam akumulirati sistematski izučavanje i koji jesam organizovan po opšti princip . ,1,0
supstanca koji moći da gora da biti obezbediti toplota ili snaga . ,1,0
Cena se zbog lep cveće u raznovrstan lep i svetao boja . ,1,0
imitatorski ponašanje ,1,0
voziti čiji vozač imati posati da odvesti putnik gde žele u zamena za novac ,1,0
kretati se na skija . ,1,0
pas srednji rast specijalan uzgajati za potreba lov na lisica ,1,0
"koji jesam popustljiv , koji se teško upravljati . ",1,0
puder dobijen mlevenje pržnih zrno kakao pri šta jesam velik deo masnoća odstraniti . ,1,0
upozoriti na opasnost ili pozvati u stanje pripravnost . ,1,0
izvršenje ugovor u sklad sa predviđen uslov ,1,0
osoba od koji poticati . ,1,0
Čin zagađivanje . ,1,0
"oficir u kopnen vojska , avijacija ili mornarica koji imati čin iznad pukovnički ",1,0
Vežba sa namera da poboljšati izvođenje ili osvežiti pamćenje . ,1,0
bogat i spektakularan ceremonija ,1,0
boginja ljubav i lepota ; ćerka Zevs u drevan mitologija ; poveyana sa rimski Venera ,1,0
znanje i vrednost koji društvo deliti . ,1,0
Čin otkazivanje ; opozivanje neki dogovor . ,1,0
Učiniti jak ili jak . ,1,0
ispuniti ili anulirati dug ,1,0
Čin stvaranje u koji se nešto uklanjati . ,1,0
humorističan drama zasnovati na situacija koji moći da se pojaviti u svakodnevan život ,1,0
informacija koji trebati imati na um kada se donositi odluka ,1,0
"francuski vojnik i pisac od čiji opis seksualan perverizja jesam nastati izraz "" sadtzam "" ( @card@ ) ",1,0
ukloniti površinski sloj sa šta ,1,0
korišćenje sopstven telo u svojstvo seksualan objekt ,1,0
obred ili niz obred propisan za javan veroispovedanje ,1,0
"odluka ili komad sa zakonski važnost , koji jesam ući u susdski zapis ( kao da ona jesam izdati sud ili sudija ) . ",1,0
držati propoved ,1,0
"odbijanje da prihvatiti neki autoritet , kod ili konvencija ",1,0
"desiti se , dešavati se , događati se ",1,0
osobina onaj što jesam povezati ili stepen nešto što jesam povezati ,1,0
biti šta što jesam opšte prihvaćen kao standard vrednost ili mera bogatstvo u određenoj zemlja ili region . ,1,0
čin dodeljivanje subvencija ,1,0
"Karlični položaj jesam položaj beba u materica zadnjica ili noga nadole , odnosno kada se u donji delo materica napipavati zadnjica ili noga plod , i sreća se prosečno kod @card@ odsto žena . sam taj dolaziti do karlični porođaj . ",1,0
Koginitivni proces donošenje odluka . ,1,0
Učiniti ili ostaviti znak na nešto . ,1,0
ljudski čin stvaranje . ,1,0
rasti po cena ili nivo . ,1,0
elektronski oprema koji obezbeđivati vizuelan slika pomoću promenljiv električni veličina ,1,0
bogato napraviti i dekorisati torta koji se sluziti na venčanje . praviti se u više nvoa i moći dostignuti velik visina . ,1,0
"koji jesam okarakterisati mračan , mističan i groteska ",1,0
raditi nešto ili krtati se velik brzina . ,1,0
učiniti javan ,1,0
napraviti kopija s namera da se neki prevariti . ,1,0
Čin odlazak na neki mesto pešice . ,1,0
biti u saglasnost . ,1,0
rat u koji jesam uključiti sav velik svetski sila ,1,0
"mera za dužina , jednak @card@ metar ",1,0
čin prisustvo ,1,0
"instrument koji pokazivati opseg , količina ili stepen nešto . ",1,0
komercijalan dokument koji potvrđivati da nosilac imati prava na nešto ( da se voziti javan saobraćaj ili da ući na neki predstava ) ,1,0
imati kao svojstvo . ,1,0
odvojiti prljavština ili šljunak od ( plemenit mineral ) ,1,0
sistem u koji se za utvrđivanje položaj koristiti koordinata ,1,0
neki nizak rang ili položaj ili kvalitet . ,1,0
loviti ( divalj životinja ) za hrana ili zabava ,1,0
postupak koji se neki stanje od faktički pretvarati u pravni ( zakonit ) ,1,0
napraviti dodatak nešto ; spojiti sa drugi ; uvećati sa jedan ili više drugi stvar . ,1,0
"Spoljašnji , vanjski omotač zemlja ili morati . ",1,0
zabava koji držati pažnja . ,1,0
sistem pisanje ili štampanje koji koristiti obrazac reljefan tačka koji se očitavati dodir ,1,0
aktivnost snabdevanje ili doturati nešto . ,1,0
beo supstanca od koji jesam uglavnom sastaviti živčan omotač ,1,0
"ukupnost ili opseg onaj što se opažati , otkrivati ili učiti . ",1,0
radnja promena nešto . ,1,0
svojstvo koji se uočavati dodir ,1,0
velik pingvin ,1,0
ukloniti unutrašnji deo ili jezgra nešto . ,1,0
"razmišljati o kakav koncept nemati na um konkretan primer , razmotriti nešto na abstraktan i teoretski način ",1,0
čin kada se smisao nešto iskriviti tako da poprimiti značenje koji on prvobitno jesam biti namenjen ,1,0
ustanova stvoriti zarad medicinski praksa . ,1,0
prebaciti svojina nešto konkretan ili apstraktan na neki drugi . ,1,0
potpun kompleks stav i ubeđenje . ,1,0
"sprečavanje određenih psihički sadžaja da doći u svest i njihov dalje suzbijanje u nesvestan ličnost ; za razlika od supresije , koji se takođe potiskivati neprihvatljiv sadržaj , ali pretežno voljan napor , represija se odvijati kao nesvestan proces ",1,0
Čin postavljanje dva stvar zajedno tako da između ona nem prostor . ,1,0
neki ko se angažovati osoba ili kompanija za neki predstava . ,1,0
"biti u sklad , harmonija . ",1,0
odrediti količina eksploziv koji jesam spremiti tako da eksplodirati u tačan trenutak ,1,0
velik i impozantan kuća . ,1,0
zaraditi kao neto profit . ,1,0
upotrebiti moć ili uticaj ,1,0
hernia do koji dolaziti od prodiranje delo stomak kroz dijafragma ,1,0
proučavanje poreklo i razvoj reč ,1,0
imati izvestan dimenzija . ,0,1
"u računarstvo , datoteka koji se koristiti kao verodostojan za dat posao i relativno trajan vrednost ",1,0
vezati za pridev ; koji se stavljati ispred imenica koji modifikovati ,1,0
fosilni gorivo u gasovtom stanje ; koristiti se ya kuvanje i grejanje domaćinstvo . ,1,0
udarati opetovano ( deo sopstven telo ) kao potaknuti snažan osećanje ili u pratnja muzika ,1,0
"uklanjanje prepreka , ograničenje . ",1,0
smatrati da jesam u određenom stanje ili na određenom mesto ,1,0
koji se kretati . ,1,0
Čin ulazak . ,1,0
kretati se u velik broj . ,1,0
koji se baviti proučavanje životinja i njihov klasifikaciom i osobina ,1,0
osećanje velik utučenost i melanholija ,1,0
preparat koji se koristiti za čišćenje nešto ,0,1
"samoglasnički zvuk čiji izgovor počinjati blizu artikulacionog položaj za jedan samoglasnik , pa se okrenuti prema položaj za drugi ",1,0
bogatstvo koji jesam naslediti a ne zaraditi . ,1,0
Učiniti nestabilan . ,1,0
moralno iskvariti ,1,0
književan fantastika koji se baviti zamišljeniim uticaj nauka na društvo ,1,0
deo velik religijski grupa . ,1,0
nedostatak pažnja ( prema deca ili bespomoćan ljudi ) ,1,0
Pružiti neki obrazovanje . ,1,0
stanje kada jesam neki prvi po značaj ,1,0
aktivno izazvati da se nešto desiti . ,1,0
prirediti interlinearni prevod reč ili izraz ,1,0
"nelojalan osoba koji izdavati ili napuštati svoj princip , religija , politički partija , prijatelj , itd . ",1,0
publikacija koji činiti deo niz ili serija ,1,0
"stanje povezanost preko krv , udaja ili usvajanje . ",1,0
kalkulator koji voditi evidencija koliko puta se nešto desiti ,1,0
osobina onaj što ne zasluživati poverenje . ,1,0
sastanak posvetiti određenoj aktivnost . ,1,0
strah od nepoznat ili od donošenje odluka ,1,0
koji jesam vezati za sintagma ili koji funkcionisati kao sintagma ,1,0
Čin ubeđivanje ( ili pokušati ubeđivanje ) . ,1,0
Čin nanošenje rana . ,1,0
Količina koji moći da stati u šaka . ,1,0
smanjenje ekonomski aktivnost što imati za rezultat pad cena . ,1,0
srednjovekovan komad koji predstavljati epizoda iz život Isus Hrista ,1,0
koji nedostajati dobar raspoloženje ,1,0
posao u neki organizacija . ,1,0
profesor koji posećivati drugi koledž ili univerzitet i tamo predavati neki ograničen vreme . ,1,0
konvertor koji menjati informacija iz jedan kod u drugi ,1,0
svojstvo preko koji se spoljašnji svet spoznaja . ,1,0
izraziti zahvalnost ili pokazati poštovanje ,1,0
velik konstrukcija za sport na otvoren i zabava . ,1,0
"pripadnik Canis familiaris , srodan vuk , pripitomiti od preistorijski doba ; postojati mnogi rasa . ",1,0
imati o nešto neki mišljenje . ,1,0
Količina koji moći da stati u šolja . ,1,0
vozilo koji se kretati na točak ,1,0
"čin uvećanje nešto u veličina , zapremina , količina ili prostiranje ",1,0
koji se odnositi na govorni osobina koji obuhvatati više od jedan govorni zvuk ,1,0
stanje biti nezaposlen ili nemati posati . ,1,0
ekipa koji učestvovati u pravni postupak ,1,0
ceremonija na koji se mrtav osoba pokopavati ili spaljivati . ,1,0
praksa držanje rob . ,1,0
proces dizanje na dat stepen neki veličina ,1,0
službenik u transportni preduzeće koji kontrolisati polazak vozilo u sklad s vremenski uslov u interes efikasan opsluživanje ,1,0
čin koji se nešto upadljiv nego što jesam ,1,0
čin izbacivanje nešto odštampan ili napisan ,1,0
supstanca koji činiti telo . ,1,0
Osećaj zanimanje i zainteresovanost za neki ili nešto . ,1,0
matematički iskaz da jesam dva izraz jednak ,1,0
"Polučvrsta smeša koji obično sadržati lek , za spoljašnji upotreba , kao lek ili za ublažavanje nadržaja . ",1,0
"kriv , na primer kružnica , koji nemati krajnje tačka . ",1,0
alhemičar iz germanski legenda koji jesam Mefisto prodati duša u zamena za znanje ,1,0
hemijski jedinjenje koji činiti samo dva element ,1,0
neki lingvist smatrati da postojati upitni način koji se ostvarivati preko upitni rečenica ,1,0
uzica o koji jesam obesiti metalan teg koji pokazivati direktno na centar zemljin teža . ,1,0
Zona u koji nešto postojati ili živiti . ,1,0
"( u računarstvo , registar čiji sadržaj prolaziti kroz pravilan skup stanje ( obično jesam taj stanje koji odgovarati redom ceo broj ) ",1,0
transformacija kvadratni matrica u dijagonalan oblik ( sav nenulte vrednost jesam na glavnoj dijagonala ) ) ,1,0
akcija oružan snaga koji se opkoljavati utvrditi mesto dok se borba nastavljati ,1,0
"sagorevati đubar , na primer . ",1,0
stanje pripadanje neki nacija po rođenje ili naturalizacija . ,1,0
uređaj koji pokazivati doba dan ,1,0
čin nastanjivanje na neki mesto ( iznajmljivanje ili drugačije0 ,1,0
organizovati potraga ( od strana policija ) za osoba ( optužen za zločin ) ,1,0
velik zgrada za sastanak i zabava . ,1,0
mera za kapacitet komponenta strujni kola u koji jesam naelektrisanje ,1,0
podatak koji se moći izraziti brojčan ,1,0
Čin upravljanje nešto . ,1,0
svojstvo mentalan život živ organizam . ,1,0
"stanje u koji se suspendovati odrediti prava i sloboda građanin , a proglašavati ga država u vanredan okolnost ",1,0
"disciplina koji izučavati princip transmisija informaicja i metoda pomoću koji se onaj isporučivati ( kao što jesam štapma , radio , televizija , itd . ) ",1,0
Učiniti svetao ili svetao . ,1,0
"reč , sintagma ili klauza koji činiti deo velik gramatički konstrukcija ",1,0
"učiniti disjunktnim , odvojen ili nepovezan ",1,0
"stanje nešto što jesam zajedno , ujediniti ili povezati . ",1,0
imati namera da se nešto izraziti ili preneti . ,1,0
dolaziti ili biti na kraj ,1,0
stanje koji trajati ograničen vreme ,1,0
posmatrati ili razmotriti na poseban način ,1,0
posedovati malo ili imati malo novac . ,1,0
osoba koji jesam aktivan u politika . ,1,0
"sračunat upotreba nasilje ( ili pretnja nasilje ) protiv civil kako biti se postignuti cilj koji jesam politički ili verski ili ideološki priroda - taj se radi zastrašivanje , prinuda ili ucena ",1,0
delatnost koji imati za cilj snabdevanje artikl ,1,0
bolan osećaj koji proizlaziti iz svest o nedovoljnost ili krivica ,1,0
cevast akustički uređaj ubaciti u izduvni sistem koji jesam dizajnirati da smanjiti buk ,1,0
intenzivan ili preterano loš ili neprijatan po kvalitet ili stepen . ,1,0
proizvesti ruka . ,1,0
mera za zapremina ili kapacitet . ,1,0
Oružje za masovan uništavanje čiji eksplozivan snaga poticati od nuklearni reakcija . ,1,0
osoba koji imati doktorat neki akademski institucija ,1,0
osoba koji zagovarati verovanje i mišljenje koji se ne držati ,1,0
"poziv na sud koji se nalagati prisustvo optužen , ( obično po privatan tužba ) ; nepojavljivanje optužen rezultirati donošenje presuda zbog izostanak ( na šteta optužen ) ",1,0
velik životinja koji se loviti iz sport . ,1,0
centralni računar koji jesam u dat trenutak s najviše računarski snaga ,1,0
"Treća faza u razvoj dete kada jesam svest i manipulacija genitalije primaran izvor zadovoljstvo . u ovaj faza javljati se Edipov i Elektrin kompleks . ukoliko osoba ostati fiksirati na falusnu faza , kod muškarac se očitovati kao ambicioznost , hvalisavost , drskost i bezobzirnost , a kod žena kao sklonost zavođenje i flertovanje . ",1,0
posedovanje kontrolisanje uticaj . ,1,0
Čin gušenje žrtva pritisak na dušnik . ,1,0
"bavljenje ribolov ne kao zanimanje nego kao zabava , sport ",1,0
opaziti gledanje ili imati sposobnost da se opaziti gledanje . ,1,0
velik intenzitet ili snaga . ,1,0
čin ili postupak raspoređivanje ljudi u klasa ili društven sloj ,1,0
Učiniti da nešto biti pomaknuti prema napred . ,1,0
stanje u koji jesam nešto važno ili preko potrebno . ,1,0
Čin izlaženje . ,1,0
ukloniti spoljni pokrivač ili omotač s šta ,1,0
"gas , tečnost i čvrst tvar jesam tri uobičajen agregatni stanje . ",1,0
"suditi o nešto , smatrati . ",1,0
koji jesam tužan ili izazivati tuga ,1,0
koji ne pokazivati dovoljno pijetet prema bog . ,1,0
čin posredovanje ,1,0
dati neki osobina nešto . ,1,0
Količina novac . ,1,0
onaj što jesam u suprotnost sa princip pravda ili zakon ,1,0
koji osećati nadolazeći opasnost ,1,0
odrediti vrsta materija sa uniforman osobina ,1,0
"proizvodnja , eksploatacija ili uzgajanje nešto ( obično u velik broj ) za prodaja ( u ekonomija ) . ",1,0
od ili u veza sa osoba koji jesam drugi osoba podrediti ,1,0
Čin postavljanje i držanje kurs . ,1,0
osluškivati sa namera ,1,0
biti koji organ koji jesam uključiti u seksualan reprodukcija . ,1,0
iznenadno ispuštanje energija . ,1,0
Čin završavanje nešto . ,1,0
dovesti do zaključak ili dovesti do uspešan razrešenje ,1,0
"Škola koji jesam privatno osnovan i tako se ona i upravljati , a izdržavati se donacija i upisnina . ",1,0
Doći do odluka o neki stvar . ,1,0
velik ? evroazijski medved . ,1,0
potpun popis stvar srediti po određenom sistema ,1,0
umetnik koji dizajnirati i proizvoditi otisak . ,1,0
formalan religiozan čin koji pružati određenu milost onaj koji jesam primati . ,1,0
mlad devojka koji spašavati od zao maćeha i zao sestra dobar vila i princ ,1,0
Osećanje pomanjkanje briga . ,1,0
mera jačina alkoholni pića izražen kao ceo broj koji iznositi dva put procent alkohol po zapreti ,1,0
čin savijanje ,1,0
Čin opstruiranje . ,1,0
figura u ravan koji činiti dva poluprečnik kružnica i pripadajući luk ,1,0
abnormalan velik crven krvni zrnce prisutan u pernicioznoj anemija i nedostatak folne kiselina ,1,0
u rimski mitologija boginja noć ; u grčki mitologija ona odgovarati Njukta ,1,0
sistem merenje vreme ,1,0
polica za držanje knjiga ,1,0
Načiniti napet . ,0,1
Čin izgradnja akumulacija . ,1,0
nešto što imati vrednost ,1,0
odlazak ( bez dozvola ) sa mesto na koji trebati da biti . ,1,0
"kretati se u jedan smer , a zatim u suprotan . ",1,0
bivati bolje . ,0,1
Pojedinačna naslaga neki obično homogen supstanca . ,1,0
neki društvo u određenom vremenski trenutak i na određenom mesto . ,1,0
onaj koji jesam potreban ,1,0
biti koji svojstvo koji se moći detektovati člom miris . ,1,0
vreme koji pokazivati časovnik . ,1,0
Vršiti kontrola nad nešto ili sprovoditi moć . ,1,0
"modifikacija princip zadovoljstvo nastati pod uticaj zahtev stvarnost koji primoravati ego da podnositi određen stepen nezadovoljstvo . da jesam frustracija , u duševan život odrastao neograničeno biti vladati princip zadovoljstvo . Poštovanje ovaj princip jesam mera uspešan prilagođavanje i dostignut stupanj razvoj ličnost . ",1,0
poslovan objekt za zabava ,1,0
"ukloniti kiseonik iz nešto , u hemija . ",1,0
učenje koji trebati da obezbediti opšti znanje i intelektualan veština a ne zanimanje i profesionalan veština ,1,0
velik lešinar visok anda koji imati crn perje i beo okovratnik . ,1,0
"vizuelan reprezentacija objekt , scena , osoba ili apstrakcija , proizvesti na neki površina . ",1,0
osoba koji jesam preći iz jedan vera u drugi ,1,0
najamni radnik koji raditi poljski rad ,1,0
"učenje steći nesvestan način reagovanje na različit frustracija ; na taj način ličnost pokušavati da sačuvati samopoštovanje , razrešiti tenzija i obezbediti prihvatljiv ponašanje u svoj sredina ",1,0
merni instrument koji se mera udaljenost između dva tačka ,1,0
primjena biološki princip na proučavanje i projektovanje inženjerski sistema ( naročito elektronski sistema ) ,1,0
protivno zakon ili zakon zabraniti ,1,0
broj koji izražavati postignuće ekipa ili osoba u igra ili takmičenje ,1,0
moć ili prava da se kakav nameravati ili predlagati čin zabraniti ili odbiti ( posebno moć izvršan poglavar da odbiti zakon koji doneti zakonodavna grana ) ,1,0
Nešto ( osoba ili predmet ili prizor ) što umetnik ili fotograf izabrati da grafički predstava . ,1,0
"pravni dokument potpisati , overiti i uručiti u cilj ostvarenje prenos imovina i kao dokaz zakonit prava vlasništvo ( prava svojina ) ",1,0
Učiniti da površina sijati . ,1,0
kretati se oko osovina ili centar . ,1,0
u grčki mitlogiji titanka koji jesam biti boginja pravda ,1,0
čin prerađivanje nešto ,1,0
revnostan u posvećenost i privrženost ,0,1
osoba trenirati da se nadmetati u sport . ,1,0
( islam ) meso životinja koji jesam zaklati na propisan način u sklad s šerijat ,1,0
Čin konstruisanje nešto ( kao masšinskog delo ) . ,1,0
onaj koji predviđati važan zbivanje ,1,0
sjediniti ili spojiti ,1,0
koji posedovati identičan alele na odgovarajući ( istovetan ) mesto na hromozom ,1,0
doba u život čovek kada jesam on dete . ,1,0
osoba iz Francuska ,1,0
ukupnost poslovan aktivnost . ,1,0
"Učiniti neki otkriće , učiniti nov pronalazak . ",1,0
čin ispovedanje . ,1,0
poduhvat koji se preduzimati bez obzir na moguć gubitak ili povreda ,1,0
čin bojenje u koji neki deo imati drugačiji nijansa ,1,0
prava zasnovati na zakon ,1,0
firma koji služiti drugi firma . ,1,0
učiniti da nešto početi da postojati ,1,0
dodeliti početan vrednost računarski program ,1,0
koji jesam vezati za klauzu ili koji funkcionisati kao klauza ,1,0
osećati pokajanje zbog nešto ( ? ) ,1,0
književan delo koji idealizovati seoski život ( posebno život pastir ) ,1,0
učiniti nešto prav i ispravan ,1,0
"putovanje koji imati cilj i , obično , uključje povrat . ",1,0
Društveni čin okupljanje u određenu svrha ,1,0
"Čin protestovanje , javno , obično organizovan manifestovanje neslaganje . ",1,0
ispitivanje i disekcija umrli da biti se utvrditi uzrok smrt ili promena koji jesam izazvati bolest ,1,0
"vodozemac samo sa jedan , prednji para noga . Spoljašnje škrga zadrxavaju kao i Protej ceo život ; nemati očni kapak ; majušan oči se providiti kroz kožica koji ona pokrivati . ",1,0
Osećanja koji se javljati kada osoba jesam u srećan stanje . ,1,0
neki čin koji se ne ostvarivati . ,1,0
Dobra koji voziti velik vozilo . ,1,0
stanje u koji jesam osoba sa jedan ili više drugi osoba . ,1,0
"mekan nesegmentiran morski crv , sposoban da se izduživati i skupljati . ",1,0
u rimski mitologija bog morati ; u grčki mitologija on odgovarati Posejdon ,1,0
elektroda sa pozitivan punjenje preko koji elektron napuštati električni uređaj ,1,0
diskusija čiji namera jesam da dovesti do sporazum . ,1,0
osnovni aktivnost u život koji se zarađivati novac . ,1,0
dvodimenzionalan spoljašnji međa trodimenzionalan objekt . ,1,0
"biti vlasnik , posednik ( stanje ) . ",1,0
supstanca koji zaustavljati ili usporavati neki aktivnost ,1,0
Psihološko stanje neki ko funkcionisati na zadovoljavajući nivo emocionalan prilagođavanje i ponašanje . ,1,0
prebaciti u svoj svojina . ,1,0
prisilan potčinjenje kontrola drugi . ,1,0
Čin sticanje svojina ili nešto drugi . ,1,0
stanje kada jesam učiniti prekršaj . ,1,0
kretati se gladak i bez muka . ,1,0
pokušavati da se sprečiti otkrivanje ( posebno od strana policija ) ,1,0
"promeniti boja , često na neželjen način . ",1,0
novac koji se ulagati uz očekivan profit . ,1,0
Učiniti manjiti . ,1,0
bolest koji se prenositi sa čovek na čovek . ,1,0
fonema ili nizak fonema koji činiti različit alomorfe neki morfemaheme ,1,0
svetac kolektivno . ,1,0
obezbediti dokaz za nešto . ,1,0
dodavati broj ili količina . ,1,0
koji izazivati potištenost ,1,0
čin prikupljanje informacija ,1,0
firma koji se baviti posao izdavanje ,1,0
neprijateljski susret suprotstavljen vojni snaga u tok rat . ,1,0
mera za površina koji odgovarati kvadrat čiji jesam stranica jedan palac ( inč ) ,1,0
osećanje misaon tuga ,1,0
uzrokovati da se šta kretati napred i nazad ,1,0
stanje politički konflikt u koji se koristiti neoružana sredstvo . ,1,0
nejasno i neprijatan osećanje koji se imati u iščekivanje neki loš ishod ,1,0
"svojstvo onaj što se moći rastezati ; svojstvo materijal koji se moći obrađivati , šta se moći menjati oblik a da ne puknuti ",1,0
drugi moment oko srednji vrednost ; očekivan vrednost kvadrat devijacija nasumičan promenljiv od srednji vrednost ,1,0
Učiniti fizički kontakt sa nešto . ,1,0
"smatrati se osnovni odbrana , pri koji se ispoljavati suprotan osećanje ili impuls od onaj prvobitan ; osećanje i reakcija koji proizilaziti iz reaktivan formacija često jesam prekomeran , uporan , nesrazmeran situacija i okolnost ; osoba se ponašati potpuno suprotno od onaj kako biti zaista želeti , a da taj jesam ni svestan ",1,0
koji kakav zadatak ili odgovornost za kakav posati poveriti ,1,0
promenljiv veličina koji jesam nasumičan ,1,0
jedan od element koji kolektivno činiti brojni sistem ,1,0
biti u život . ,1,0
proces svestan biće u koji nervni sistem trajno ili privremeno čuvati odrediti podatak ; moći biti takav da biti taj podatak moći kasnije ponovo proizvesti ( reprodukcija ) ili takav da se podatak ne moći reprodukovati nego samo prepoznati pri ponovan susret s ona ( rekognicija ) ,1,0
izazvati povreda ili telesni oštećenje . ,1,0
velik fiksiran prilagodljiv stolica u koji berberin sneštaju svoj mušterija . ,1,0
tehnički škola koji sprovoditi nastava u mnogi industrijski veština i primenjen nauka ,1,0
Učiniti neki nesvestan pomoću zato uspavljujući sredstvo . ,1,0
koji se kretati sporo ,1,0
"filozof koji naglašavati sloboda izbor i ličan odgovornost , ali koji smatrati ljudski postojanje u neprijateljski univerzum neobjašnjiv ",1,0
supstanca koji se koristiti kao lek ili narkotik . ,1,0
Tražiti nešto . ,1,0
ugovor o prenos ličan svojina ,1,0
"instrument koji mera visina iznad zemlja , koristiti se u navigacija . ",1,0
žuto-crvena velik jabuka koji kasno zreti ,1,0
Učiniti toplim ili topao . ,1,0
koji izražavati ili propovedati obožavanje božanstvo . ,0,1
deo zabava koji jesam dodeliti poseban izvođač ili izvođenje ,1,0
proces promena u nizak stanje . ,1,0
"Pet seksualan i socijalan faza u razvoj ličnost koji se javljati tokom adolescencija , interes se fokusirati na seksualan aktivnost . libido se ponovno pokretati i manifestovati se kao sklonost prema suprotan spol . kada čovek usmeriti pažnja prema jedan osoba za koji se opredeliti , prema Fojdu , tada jesam postignuti sav pun razvoj . ",1,0
moći se koristiti i u vremenski smisao ,0,1
"koji ohrabrivati , odobravati ili zadovoljavati ",0,1
osoba koji voliti ili jesam voljen ,1,0
materija koji upijati drugi materija ; koji imati sposobnost ili tendencija da jesam privući ili absorpcijom ili adsorpcija ,1,0
promena iz jedan stanje u suprotno . ,1,0
osoba koji imati nadležnost nad građanski posao ,1,0
prilika za poseban veselje da obeležiti neki srećan događaj ,1,0
proces umanjivanje ,1,0
čin plaćanje za korišćenje nešto ( kao stan ili kuća ili auto ) ,1,0
ljudski tvorevina koji jesam neki stvoriti . ,1,0
novac dati kao zalog za artikl zakupljen na odrediti vreme . ,1,0
upravljati avion . ,1,0
Ukrašeno zimzelen drvo koji se koristiti kao Božićni i Novogodišnji ukras . ,1,0
razmena mišljenje na neki tema . ,1,0
Određen pravac akcija čiji jesam namera da se postignuti neki rezultat . ,1,0
"Učiniti da nešto biti puno , moći i u metaforičan značenje . ",1,0
stanje imovina da jesam u ruka primalac . ,1,0
kategorija stvar koji se izdvajati neki zajednički karakteristika ili kvalitet . ,1,0
čin koji se nešto davati neki na uvid ,1,0
stanje u koji jesam osoba trudan ; period od zaćeća do porođaj kada žena nositi fetus u materica . ,1,0
velik kopnen masa sa tri strana okružen more . ,1,0
Čin biranje neki . ,1,0
Čin korišćenje . ,1,0
koji osećati ili ispoljavati kajanje zbog nedelo ,1,0
Čin pravljenje fotografija . ,1,0
izazvati da postati opšte poznat . ,1,0
stavljanje nešto ( kao književan delo ili zakonodavni predlog ) u prihvatljiv forma ,1,0
"izraziti broj , mera ili veličina . ",1,0
koji jesam vezati za prilog ili koji funkcionisati kao prilog ,1,0
objaviti sudski presuda ( neki ) ,1,0
vremenski period tokom koji jesam osoba obično u određenom životan stanje . ,1,0
parazitski ameba koji izazivati amebnu dizenterija kod ljudi ,1,0
sticati znanje ili veština ,1,0
dijagnostički procedura koji se X zrak otkrivati promena lii tumor na grudi . ,1,0
akcija koji hteti se nešto učiniti demokratski . ,1,0
osoba stručan za simbolički logika ,1,0
biti koji od velik klasa sredstvo za čišćenje ,1,0
čin sastavljanje lista ili popis ,1,0
biti koji predmet tople osećajnost ili odanost ,0,1
osoba obučiti za briga o bolesnik ( obično pod nadzor lekar ) . ,1,0
američki novčić koji vrediti jedan dolar ,1,0
lekar specijalista koji lečiti deca . ,1,0
Čin nošenje . ,1,0
koji dolaziti posle i slediti posle nešto . ,1,0
plastičan kartica koji potvrđivati prodavac da osoba koji jesam koristiti imati zadovoljavajući kreditni rejting i da onaj koji ona jesam izdati garantovati da hteti prodavac dobiti novac za isporučen roba ,1,0
čelik koji sadržati hrom koji ga činiti otporan na korozija ,1,0
količina dobijen sabiranje ,1,0
"koji dozvoljavati komunikacija samo u jendom smer u jedan trenutak ; kod telegraf , dozvoljavati samo jedan poruka na linija u svaki trenutak ",1,0
stanje kada jesam čovek prognati ili ostrakiziran ( isključiti iz društvo sveopšti odluka ) ,1,0
obezbediti ili sačuvati za moguće budući korišćenje ili primena . ,1,0
fokus pažnja javnost ,1,0
velik i teško naoružan vojni brod ,1,0
"osnovni socijalan grupa , koji činiti roditelj i deca . ",1,0
merač koji mera potencijalan razlika između dva tačka ,1,0
naprava smisliti da sprečiti povreda . ,1,0
"instrument koji pokazivati da li jesam dva periodičan pokret sinhron ( posebno , instrument koji omogućĚava pilot da sinhronizovati propeler na avion koji imati dva ili više motor ) ",1,0
"biti povaliti , biti u horizontalan položaj . ",1,0
Čin združivanje stvar . ,1,0
biti branilac neki u sudski postupak ,1,0
procedura računanje ; određivanje nešto matematički ili logički metoda . ,1,0
zgrada u koji jesam kancelarija u koji se obavljati posati . ,1,0
osoba zadužiti da paziti da li se nešto zbivati ,1,0
"preusmeravanje misao , osećanje i nagon sa jedan predmet ili osoba na drugi osoba ili predmet ; ljudi često koristiti pomeranje kada ne moći da ispoljiti svoj osećanje prema neki osoba na siguran način ",1,0
čin bezbolan ubijanje neki ( posebno neki ko patiti od neizlečiv bolest ) ,1,0
životinja koji se loviti za hrana ili iz zabava ,1,0
pravni dokument koji se neki lice imenovati da upravljati imovina kada jesam izvršilac nepoznat ,1,0
