X,Predicted,Real
službenik u transportni preduzeće koji kontrolisati polazak vozilo u sklad s vremenski uslov u interes efikasan opsluživanje ,1,0
pretrpeti ( o povreda i bolest ) . ,1,0
čin transformacija da biti se uzdignuti ili slaviti ,1,0
proces uzimanje kiseonik iz vazduh i ispuštanje ugljen-dioksida ,1,0
Zečevi i kunić . ,1,0
sistem povezan mera ,1,0
"praviti ilustracija za knjiga , časopis , i sl . ",1,0
Rukovođenje nadgledanje obavljanje operacija osoba ili grupa . ,1,0
neki ko prav muški odelo . ,1,0
osoba koji kupovati ili koristiti dobra ili usluga ,1,0
( Rimokatolička crkva ) čin Pap koji on proglašavati da jesam preminuli osoba živeti svet život i vredan jesam javan poštovanje ; prvi korak ka kanonizaciji ,1,0
dokument koji moći da se uviti ( kao za čvanje ) ,1,0
postati mekan ili tečan . ,1,0
zamašćen teletina dinstati i glazirati u sopstven sok ,1,0
kupast akustičan uređaj držati do usta kako biti se intenzivirati i usmeriti ljudski glas ,1,0
injekcija koji se ubrizgavati u vena ,1,0
misa koji se čitati za mrtav ,1,0
posuda za jela i serviranje zjedno . ,1,0
okarakterisan prijateljstvo i dobar volja ,1,0
izvoran ili ograničiti na odrediti region ,1,0
pozvati kao gost . ,1,0
imati više od jedan muž u isti vreme ,1,0
preneti nešto s jedan mesto na drugi avion . ,1,0
škriljac od koji se zagrevanje moći dobiti ulja ,1,0
otpor tečnost da promeniti položaj svoj molekul ,1,0
iskaz za koji se pretpostavljati da jesam tačan i iz koji se moći izvoditi zaključak ,1,0
proizvoljan pisan ili štampan znak koji jesam primiti konvencionalan značenje . ,1,0
ugao koji zaklapati dva susedne stranica mnogougaonik ,1,0
stanje u kme jesam nešto prisutan . ,1,0
CA ,1,0
čvrst tane koji se ispaljivati iz vazdušan pušak ,1,0
velik klasa artropoda koji uključivati paukov i škorpija ; imati četiri para nega za hodanje i nem krilo . ,1,0
grčki ep koji se pripisivati Homer koji opisivati putovanje Odiseja posle pad Troja ,1,0
"stanje u koji jesam neki bogat , imati obilno materijalan dobro i novac . ",1,0
ester glicerola ,1,0
osobina stečen kao posledica način na koji jesam biti tretirati kao dijeta ,1,0
tj ,1,0
"velik i komplikovan crvenkasto-braon žlezdani organkoji se nalaziti u gornji desni delo trbušni duplja . Luči žuč i imati funkcija u metabolizam protein , ugljeni hidrat i mast . Sintetiše supstanca uključiti u zgrušavanje krv , vitamin A , detoksifikuje otrovan supstanca i razgrađivati eritrocit koji jesam nefunkcionalan . ",1,0
Indonežanska divalj svinja sa ogroman kriv zub . ,1,0
američki novčić koji vrediti jedan dolar ,1,0
"jak građevinski materijal koji se praviti od pesak , šljunak , cement i voda . ",1,0
Doći ili biti u blizak kontakt . ,1,0
ukloniti sav odeća ili deo odeća da biti pokazati svoj telo ,1,0
ponašati se na nekontrolisan način ,1,0
koji prekomeran žeti da steći npr . bogatstvo ,1,0
odluka sud odrediti jurisdikcija po pitanje stvar koji jesam on podnet . ,1,0
koktel od tekile i tripl seka sa sok od limun i lajma ,1,0
koplje baciti kao oružje ili na takmičarski teren ,1,0
sendvič koji se praviti od tri parče obično tostiranog hleb ,1,0
senzacionalistički novinarstvo ,1,0
stanje biti zaposliti ili imati posati . ,1,0
evroazijski brest ; rasti u vlažan okruženje . ,1,0
"raširiti , razbacati ili podeliti ",1,0
"narediti , zahtevati ili naložiti neki da doći . ",1,0
Zadržati za neki kasnije vreme . ,1,0
italijanski usoljen i sušen šunka koji se seći veoma tanko ,1,0
postati aktivan i bljuvati lav i stena ; o vulkan . ,1,0
veštački stvoren spoj putem hemijski reakcija ,1,0
Čin stvaranje u koji se nešto uklanjati . ,1,0
deo zabava koji jesam dodeliti poseban izvođač ili izvođenje ,1,0
obojiti ( kao zid ) ,1,0
grizti po malo ,1,0
unripe beans removed from the pod before cooking ,1,0
"končast struktura , kao lančasti niz ćelija . ",1,0
kratkoročno prekidanje svest i smanjenje metabolizam ,1,0
vrlo velik razred dikotiledonskih bixlaka iz podklasa Dilleniidae . ,1,0
staviti na račun u banka . ,1,0
"deo kostur čovekov stopala , između prst i peta ",1,0
"kobra , mamba , ? ? ? ",1,0
ime koji jesam uzeti na privremen korišćenje ,1,0
Čin sklanjanje iz služba ili zaposlenje . ,1,0
struktura koji lučiti i odvoditi suza iz oka ,1,0
"biti potpun u svoj vrsta , bez nedostatak ",1,0
lešnjikare ,1,0
"Učiniti jasan , svetao , prozračan . ",1,0
nagnuti jedan prema drugi kako biti formirati korito ,1,0
Nešto što jesam zapoveđen . ,1,0
Žena koji jesam zadužiti za nega i lečenje u medicinski ustanova . ,1,0
dati mesto ili zadatak neki . ,1,0
napad bez upozorenje . ,1,0
"u matematika , definicija funkcija iz koji se vrednost funkcija moći odrediti u konačan broj korak ",1,0
knjiga nameniti brz i efektivan spremanje neki gradivo ,1,0
mali glodavci : dikobrazi ; pacov ; miš ; veverica ; ? marmots ; ? beavers ; ? gophers ; ? voles ; ? hamsters ; zamorac ; ? agoutis . ,1,0
put posebno napraviti za specifičan upotreba ,1,0
postati velik po količina . ,1,0
najmanji virus ; biljni virus čiji jesam RNK u vida kružan hromozom bez proteinski omotač ,1,0
"zglob koji spajati stopala i potkoleničnu kost , tarsus . ",1,0
u grčki mitologija kraljica Teba koji se neznajući taj udati za sopstven sin Edip ,1,0
jastreb koji loviti po livada i močvaram mali suvozemni životinja . ,1,0
majmun hvatač ,1,0
temperaturni stepen na Farenhajtov skala ,1,0
Čvrsti greben koji obrazovati gornji deo nos . ,1,0
"vrsta degeneracija jedar ćelija u koji u jedro nastajati promena , a hromatin se polako zgusnuti tako da jedar liči na grudvica homogen izgled ",1,0
uzrokovati da se šta kretati duž kakav osa ili u drugi pravac ,1,0
"zvaničan rezidencija koji jesam crkva priuštiti sav paroh , vikar ili rektor ",1,0
Čin primeniti sila da biti se nešto pomeriti . ,1,0
parazit mišić kičmenjak ,1,0
rod nizak šibljaste grmolik vrba crvenkast kor . ,1,0
učen profesija koji zahtevati izučavanje dogma neki religija i koji se obično izučavati na univerzitet ili na seminar ,1,0
eksplozivan naprava koji eksplodirati pri kontakt ; napraviti da uništavati voyila ili brod ,1,0
vanmaterični trudnoća koji se razvijati u abdomen ,1,0
koji jesam karakterističan za piraterija ,1,0
osoba koji obavljati volonterski rad . ,1,0
Gleđu pokriti deo zub iznad desni . ,1,0
neukoričen rukopis neki drevan klasika ( nasuprot svitak ) ,1,0
ubrizgavanje krv ili krvni plazma u vena ili arterija ,1,0
postepeno isplatiti dug . ,1,0
pripitomljen golub koji se uzgajati zbog sport ili hrana ,1,0
postati rođenje . ,1,0
statistički relacija između dva i više proemnljivih koji jesam takav da sistematski promena vrednost jedan variable jesam pratiti sistematski promena drugi ,1,0
"deo nameštaj sa stolnjak , servis i pribor za jela . ",1,0
Ruski pesnik koji jesam izraziti osećanje post-Staljinističke generacija ( born In @card@ ) . ,1,0
jedan od četiri karta iz špil koji imati jedan simbol na lice . ,1,0
svež sir gladak tekstura koji se praviti od pasterizovan mleko i sirišta ,1,0
obezbediti smeštaj za neki . ,1,0
kratak pića koji se servirati posle večera ( često nekoliko liker pažljivo sipan kako biti ostati u poseban sloj ) ,1,0
Društveni ili poslovan posetilac . ,1,0
( o rukopis ) koji jesam izobličen izmena ,1,0
Četvrta koordinata koji jesam potreban uz tri prostorne da biti se specifikovati neki događati . ,1,0
Načinjen od zemlja ili pečen glina . ,1,0
analiza u razdvojen komponenta ,1,0
Glavonožac s temlom izdužen u oblik torpedo . ,1,0
Lovački pas trenirati da pronalaziti ustreljen ptica . ,1,0
biti koji od nekoliko označen zona na teren gde jesam smestiti udarač ili hvatač ili trener ,1,0
( prava ) prenos vlasništvo čin predaja predmet ,1,0
sistem kodiranje koji se koristiti za prenos poruka za koji jesam potreban brzina ili tajnost ,1,0
PK ,1,0
znak koji govoriti da jesam poštanski usluga plaćen ,1,0
oslonac koji jesam deo svaki struktura ili zgrada . ,1,0
grana znanje . ,1,0
krov u oblik kupola ,1,0
Ići prema gore uz postepen ili stalan napredak . ,1,0
raditi zajedno sa drugi . ,1,0
ručni alat za ušrafljivanje vijak ( imati vrh koji se uklapati u glava vijak ) ,1,0
koji imati složiti nutricione potreba ; rasti samo na specijalan veštački kultura podloga ,1,0
veza između suprotan entitet . ,1,0
udruženj ekoje jesam osnovano i raditi na dobrobit onaj koji ga koristiti ,1,0
Kućni sluga . ,1,0
Učiniti da se nešto podeliti ili odvojiti . ,1,0
član ruski manjinski liberalan grupa koji jesam yastupala postupan reforma i suprotstavljati se boljševik pre i za vreme Ruski revolucija ,1,0
sat koji se nositi u mali džep sako ,1,0
"stvoriti komad tkanina prepletanje niti tkanina , kao što jesam vuna ili pamuk ",1,0
dresing za salata sa sir rokfor ,1,0
pisanje prvi verzija koji još trebati da se dopuniti i izglačati ,1,0
stanje u koji jesam neki zatvoren ( ako u zatvor ) . ,1,0
deo uvo koji se viditi spolja ,1,0
uredan ( često zadivljujući ) raspored ,1,0
prema legenda ostrvo u Atlantskom okean koji jesam prema Platon nestati u zemljotres ,1,0
Osećanje naklonjenost drugi osoba ; uživanje u njihov društvo ,1,0
"asocijacija koji činiti Velika Britanija i nezavisan država , većina bivši kolonija ",1,0
neki ples koji par izvoditi u balski dvorana ,1,0
politički sistem u koji vladati narod ili njegov predstavnik ,1,0
ručni alat koji imati zupčast sečivo za sečenje ,1,0
"pretvoriti u ugalj , spaljivanje ",1,0
dati sloboda ; osloboditi od kazna ( kazna zatvor ) ,1,0
prvi obrok u tok dan ( uglavnom jutarnji ) ,1,0
"normalan stanje napetost mišić , arterija , itd koji olakšavati odgovor na stimulans . Mog biti pojačan ( hipertonija ) ili oslabiti ( hipotonija ) . ",1,0
"skandinavski punč napraviti od Klareta i akvavita sa začin , grožđicama , pomorandžin kor i šećer ",1,0
mišić abdomen ,1,0
fino zrnast metamorfna stena formirati zagrevanje glinen stena ,1,0
"zamagljen mesto na rožnjači , dovoditi do nejasan vida ",1,0
Najčešća buva koji napad čovek . ,1,0
podeliti u komponenta ili sastojak ,1,0
sprava koji se sastojati od deo mašinerija ; imati pokretan deo koji obavljati neki funkcija . ,1,0
uređaj koji uklanjati nešto iz nećega što kroz on prolaziti ,1,0
menjati smer . ,1,0
izlaziti redovno ; imati stalan odnos sa neki ,1,0
promeniti odeća ; obući drugi odeća ,1,0
nešto pre fermentisano nego destilovati ,1,0
udarati neprestano . ,1,0
zgrada u koji se vršiti likvidacija životinja radi proizvodnja meso ,0,1
biti zaljubiti ili u ljubav s neki ,1,0
proces stvaranje potomak . ,1,0
otvor tegla ili boca ,1,0
"decimalan sistem mera zasnovati na metar , kilogram i sekunda . ",1,0
Ujedinjujuća ideja koji se stalno javljati u književan ili umetnički delo . ,1,0
sprava koji zaustavljati nešto što se kretati . ,1,0
neki ko praviti ili prodavati šešir . ,1,0
ministar koji jesam zadužen za državni finansije . ,1,0
lekar koji jesam specijalista za fiziologija i patologija koža . ,1,0
sova . ,1,0
promenljiv veličina koji moći da se rastaviti u komponenta ,1,0
Čin dodeljivanje . ,1,0
Živac duž unutrašnji strana ruka i prolaziti pored lakat ; snabdevati unutrašnji mišić ruka i koža medijalne strana ruka . ,1,0
skakavac sa kratak antena . ,1,0
Čin postavljanje i držanje kurs . ,1,0
duhovan vođ u nehrišćanski religija ,1,0
čiji pretvaranje da jesam drugi osoba ,1,0
Omotač koji trebati da zaštititi nešto od oštećivanje ili povreda . ,1,0
broj koji se sabirati sa drugi broj . ,1,0
Društveni odnos koji zahtevati vlast ili moć . ,1,0
instrument koji obavljati analiza ,1,0
velik bogatstvo . ,1,0
čin ubijanje ( životinja ili osoba ) kako biti se umilostiviti božanstvo ,1,0
čiji prethodnik biti ,1,0
"Izvršiti čin , obično sa negativan konotacija . ",1,0
bafer koji čuvati podatak dok štampač ne biti spreman ,1,0
Komad nameštaj sa ladica za držanje odeća . ,1,0
iskaz neki matematički relacija ,1,0
Čin usklađivanje ili podešavanje delovati neki uređaj u odnos jedan prema drugi . ,1,0
neki ko vas navoditi da poverovati u nešto što jesam tačno . ,1,0
cilj koji trebati dostignuti i za koji se verovati da se moći dostignuti . ,1,0
ko ,1,0
( britanski žargon ) svinjski kobasica ,1,0
poseban deo posao koji trebati biti uraditi kao obaveza ili za poseban naknada . ,1,0
spojiti šivanje sa dugačak bod . ,1,0
grupa fiziološki ili anatomski povezan organ ili delovati . ,1,0
Pirinač . ,1,0
čin izdavanje formalan ( obično pisan ) ovlašćenje ,1,0
Veličina koji se dodavati . ,1,0
"ihvatiti i protresti nečiji ruka , kod upoznavanje ili kao potvrda neki dogovor ",1,0
Otić odnekuda . ,1,0
toplo ili hladno mešati alkoholni pića sa umućen jaje ,1,0
programer koji upadati u računarski sistema da biti ukrasti ili uništiti informacija kao oblik sajber terorizam ,1,0
"opremiti uvez , kao kod knjiga . ",1,0
žena vrač ,1,0
"koji predstavljati ili odražavati izvornik , po koji jesam ostati sličan stvar oblikovati ",1,0
"viza , dozvola ( indosament ) sadržan u pasoš koji se dozvoljavati ulazak u određenu država ( država koji zahtevati viza ) ",1,0
zmijuljice ,1,0
količina dobijen sabiranje ,1,0
"desiti se , dešavati se , događati se ",1,0
sredstvo za čišćenje napraviti od so biljni ili životinjski mast . ,1,0
stanje krajnje sramotiti . ,1,0
imenica koji jesam izvesti iz glagol ,1,0
ogroman planeta koji jesam okruzena sa tri ravan concentrična krug od leden čestica ; šesti planeta od sunce ,1,0
Istraživanje pitanje koji postavljati naučni teorija i hipoteza . ,1,0
koktel napraviti od alkoholni pića ( naročito viski ili džin ) pomešan sa sok od limun ili lajma i šećer ,1,0
Količina nešto dostupan za upotreba . ,1,0
monarhija u severozapadni Evropa ; sedište Evropske Unije i Nata . ,1,0
praviti se od lagan i taman smesa ,1,0
neki lingvist smatrati da postojati upitni način koji se ostvarivati preko upitni rečenica ,1,0
praksa držanje rob . ,1,0
čin nametanje nov organizacija ; promena u organizacija ( često uključivati velik i drastičan promena ) ,1,0
jeftin vino koji se prodavati u zatvoren boca ,1,0
jedan organizam ,1,0
karakter koji služiti da označiti unakrstan referenca ili fusnota ,1,0
pomornik i ? ,1,0
od ili u veza sa osoba koji jesam drugi osoba podrediti ,1,0
pokušati uzavreti javno mnjenje ,1,0
publikacija koji izlaziti u redovan razmak ,1,0
Norveški arhipelag u Artkitičkom okenau ,1,0
razdvojiti ili biti razdvojen sila . ,1,0
"mlad ptica , posebno živin . ",1,0
preneti ili izraziti značenje ,1,0
"Kružni mišić , zatvarati ili otvarati cevast organ , npr . analan sfinkter . ",1,0
glista koji jesam parazt u crevo kičmenjak ( nrp . dečji glista ) . ,1,0
kognitivan proces pri koji se razlikovati dva ili više stimulusa . ,1,0
žena autor ,1,0
"( u računarstvo , registar čiji sadržaj prolaziti kroz pravilan skup stanje ( obično jesam taj stanje koji odgovarati redom ceo broj ) ",1,0
učenje po koji se sav pojaviti u priroda i društvo svoditi na mehanički kretanje materija ,1,0
Čin upravljanje nešto . ,1,0
pružiti duhovan uvid ( u religija ) ,1,0
nakupljanje ćelija koža koji orožavaju u vida veće ili manje količina ljuspica . ,1,0
igra koji se igrati sa karta . ,1,0
radioaktivan transuranski element sintetizovati od kalifornijuma ,1,0
knjiga u koji jesam izlistan ime i transakcija . ,1,0
stanje izuzetan sreća . ,1,0
delovati kasnije nego što jesam planirati ,1,0
"mineral koji se sastojati od izvodni kalijum klorida , važan ruda kalijum ",1,0
"ASCII karakter koji označavati prelazak u nov red , tabulator ili povratak za jedan pozicija unazad ; dobijati se istovremen pritiskanje dugme Ctrl i neki drugi dugme ",1,0
Uciniti debeo ili punačak . ,1,0
"zakrivljenost obala , manjiti razmera ",1,0
radioaktivan element koji se dobijati bombardovanje plutonijuma neutron ,1,0
formiranje kameni u unutrašnji organ ,1,0
u anatomija brazda ili kanal na telesni struktura ili delo telo . ,1,0
neformalan naziv za otac ,1,0
"brat blizanac Romul , osnivač Rim ",1,0
Čin prilazak cilj . ,1,0
Mišićno tkivo se sastojati od ćelija ( mišićni vlakno ) koji imati sposobnost kontrakcija . taj se sposobnost zasnivati na prisustvo kontraktilnih vlakno ( miofibrila ) koji jesam izgraditi od protein aktina imiozina . Mišić se kontrahovati kao odgovor na nadražaj koji jesam do on dospeti određenim nerv . u svaki mišićni ćelija ulaziti jedan nervni vlakno i mesto njihov povezivanje nazivati se motorni ploča ( periferan sinapsa ) . ,1,0
ekspert koji jesam posvečen izučavanje neki uzak disciplina ,1,0
biti nasuprot nešto drugi . ,1,0
smanjiti promer kanal ili prolaz . ,1,0
skup nastavnik i administrator u škola ,1,0
jastuk za podrška glava osoba koji spavati ,1,0
Crno-beli delfin koji visoko iskakati iz voda ; imati ona u Sredozemnom mora i Jadran . ,1,0
slovo alfabet koji odgovarati suglasnički fonema ,1,0
skup prostorija obično na jedan sprat stambeni kuća ,1,0
sav fenomen koji jesam veštački stvoriti . ,1,0
centralni računar koji jesam u dat trenutak s najviše računarski snaga ,1,0
bivati bolje . ,1,0
"velik heterogen grupa RNK virus koji jesam podeliti u grupa na osnova vrsta viriona ; otkriti ( izolovati ) iz artropoda ( zglavkar ) , slepiti miš i glodar ; većina ona se razmnožavati unutar ćelija artropoda ; oni jesam povezati sa epidemiološki koncept transmisija između vertebrata ( kičmenjak ) kao domaćin i artropoda ( zglavkar ) kao vektor ( prenosilac ) ( komarac , krlja ( pregalja ) , mušica peskar , mušica itd . ) i hraniti se krv ; oni mogi izazvati blag groznica , hepatitis , hemoragični groznica , i encephalitis . ",1,0
imati kao svojstvo . ,1,0
povesti neki negde . ,1,0
Čin koji se odustajati i napuštati broba ili zadatak . ,1,0
spoljašnji i malo kratak kost podlaktica kod čovek ,1,0
sudski nalog koji se nalagati vraćanje zemlja zakonski ( zakonit ) vlasnik ,1,0
a person with dark skin who comes from Africa ( Or whose ancestors came from Africa ) ,1,0
"uhvatiti lovljenje , mamac ili zamka . ",1,0
Čin smanjivanje ili redukovanje nešto . ,1,0
šta koji poveriti ,1,0
advokat koji zastupati odbrana . ,1,0
svaki odeća koji menjati izgled kako biti sakriti identitet nosilac ,1,0
Životinje koji duž leđni strana imati štapičasti orrgan nazvan horda . ,1,0
opasan distribucija u sav pravac ,1,0
biti takav koji se na odrediti način ponašati kada se on rukovati ,1,0
putanja po koji se nešto kretati ili na koji jesam prostreti . ,1,0
Fizički objekt koji se sastojati od određenog brojati povezan stranica . ,1,0
institucija niz korak kroz koji se prizivati pravni delovanje ,1,0
od neki nešto tražiti ili zahtevati . ,1,0
"Učiniti stabilan , dovesti u ravnoteža , sprečiti kolebanje . ",1,0
zakrivljen ili savijen uređaj za kačenje ili povlačenje nešto ,1,0
štamparski ploča koji se koristiti u proces graviranje ,1,0
biti koji prebivalište prastanovnik Amerika . ,1,0
sponzor koji rezervisati i postavljati javan zabava ,1,0
posmatrati s pažnja ; upraviti nečiji pogled . ,1,0
droga koji moći da proizvesti stanje opijenost . ,1,0
Čin hvatanje predmet pomoću ruka . ,1,0
javno prikazivanje svečan zakletva ili svečan ceremonija sa prigodan ritual . ,1,0
platiti novac za neki urađen posao ili usluga . ,1,0
proizvoditi cvet . ,1,0
imati dva točak ; pokretati ga nožni pedala . ,1,0
"izdavati novac , činiti izdatak . ",1,0
uzrokovati da nešto biti organizovan ,1,0
planirati pažljivo i razumno . ,1,0
radnja u koji se prodavati parfem . ,1,0
"severni deo Sahara , u Libija , Egipat i Sudan ",1,0
miroljubiv otpor prema vlada štrajk glad ili odbijanje saradnja ,1,0
"plovilo sposoban za putovanje u svemir - tehnički , satelit oko sunce ",1,0
mali taman gusak koji se razmnoyxava na sever odakle se supšta na jug ,1,0
primer nešto ,1,0
potopiti ( ili delimično potopiti ) grepsti u reka ili duž obala ,1,0
informacija koji trebati imati na um kada se donositi odluka ,1,0
osoba čiji jesam svetost izuzetan ,1,0
Žabe . ,1,0
mehanički uređaj koji jesam zakriviti ili saviti da obesiti ili zadržati ili povući nešto ,1,0
Čin opstruiranje . ,1,0
preliminaran verzija pisan delo ,1,0
"kitov pločani : prav kit , brazdasti kit ",1,0
kiseo voće sa zrnast tkivo . ,1,0
ostanak na neki mesto ,1,0
odvojiti ili izolovati jedan stvar od drugi i smestiti jesam grupa drugi stvar ,1,0
"primeniti lažan i nedokazan medicinski medode , lečiti ma šarlatanski način ",1,0
u grčki mitologija besmrtan krilat konj koji jesam nastati iz krv ubijen meduza ; ukrotiti ga jesam Belerofont uz pomoć izde koji on jesam dati Atina ; kao letiti konj Muza simbolizovati imaginacija ,1,0
pečen pljeskavica od mleven govedina servirati na zemička ,1,0
"Čuvati ili držati u neizmenjen stanje , činiti da ostati ili trajati . ",1,0
"novina ili zvaničan ćasopis , pregled ",1,0
uređaj koji jesam povezati na računar i na koji se CD-ROM moći očitati ,1,0
držati propoved ,1,0
"aligator , kajman ",1,0
"lav , leopard , jaguar , tigar , ? ? ",1,0
tresti brzo i nevoljno . ,1,0
student koji imati stipendija ,1,0
Rozikasto-smeđi pupavac sa crno-belim krilo . ,1,0
saviti limen duvački instrument iz nizak registar . ,1,0
mesto bliže kraj neki zona . ,1,0
koji jesam vezati za klauzu ili koji funkcionisati kao klauza ,1,0
uređenje scenografija i svojstvo da biti se predstaviti mesto gde se igrati drama ili film ,1,0
stanica koji služiti kao štab za policija u određenom okrug ( služiti kao mesto odakle se policija slati i na koji se dovoditi uhapšenik ) ,1,0
biti indikacija nešto ,1,0
vojni snaga jedan država . ,1,0
tvrditi ili misliti da jesam neki odgovoran za neki delo ili čin . ,1,0
radioaktivan metalan element ; otkriti bombardovanje uranijum atom helijum ,1,0
naslov podsekcija koji jesam ispisati u telo tekst ,1,0
Tipična američki rovka . ,1,0
"gust , slataka , lepljiv tečnost . ",1,0
"preliv sa sirće , ulje , beo luka i začinski bilje : origano , bosiljak i mirođija ",1,0
kraj rebro između rebro i ravan delo ,1,0
"kuhinjski sprava za seckanje hrana , posebno meso ",1,0
zvuk zvono koji zvoniti . ,1,0
Kućni aparat za automatski pranje vešati . ,1,0
biti koji serija trikliničkih feldspara koji formirati stena ,1,0
"proizvoditi pupoljka , grana ili klijati ",1,0
"mineral koji se sastojati od uranov oksid i u trag radijum , torijuma , polonijum , olovo i helijum ",1,0
imovina koji posedovati jedan strana ( poverenik ) zarad drugi ( opunomoćenik ) . ,1,0
"osobina onaj na šta se moći osloniti , što jesam pouzdano ",1,0
ljudski biti . ,1,0
služba zadužiti za obavljanje železnički saobraćaj ,1,0
mekan žutobeličast trivalentan elemnet - lantanoid ; vaditi se iz monacita i bastnazita ,1,0
Unutrašnji pasaž ili hodnik ka koji se sob otvarati . ,1,0
deo posteljina koji se presvlačiti jastuk ,1,0
small yellowish moths whose larvae feed on wool Or fur ,1,0
prvi ime dati hrišćanin pri rođenje ili krštenje ,1,0
Učestvovati u politički aktivnost . ,1,0
bring forth Or yield ,1,0
deo južnog Atlantik oko Antarktik ,1,0
Severnoamerički glodar . ,1,0
iznenada se ponašati se hladno i zvanično . ,1,0
simptom koji se ogledati u izbijanje crvenilo na koža ,1,0
"supstanca sa specijalan funkcija koji lučiti ćelija ili žlezda , posebno ona koji jesam otpad . ",1,0
staviti u pogon pokret prekidač . ,1,0
sastavljanje popisati roba ili zaliha na raspolaganje ,1,0
"Odpremno sredstvo za putnik , pošta ili teret . ",1,0
"pokrenuti gurkanje , mešanje ",1,0
od prelazan glagol napraviti neprelazan ,1,0
Mlečnobeli ili sivkast prozračan komad kvarcati . ,1,0
legat ( zaveštanje ) nepokretan imovina ,1,0
napitak koji se spravljati potapanje čajni list u voda . ,1,0
grejati hrana da biti se ubiti štetan mikroorganizam ,1,0
pita velik količina alkoholni pića ; biti alkoholičar . ,1,0
kretati se žurno . ,1,0
koji pripadati ili jesam blizu leđima ili gornji delo životinja . ,1,0
stanje u odnos između ljudi ili grupa ,1,0
leksikograf koji se specijalizovati za etimologija ,1,0
Severnoamerički rakun . ,1,0
motor koji pretvar električni energija u mehanički . ,1,0
broj predstaviti u notacija sa pokretan zarez . ,1,0
dobro začinjen pirinač ( sa orah ili mleven jagnjetina ) pržiti ili kuvati ,1,0
gramatički kategorija glagol koji se izražavati distinkcija u vreme ,1,0
malo jato divalj kokoš ili jarebica ,1,0
napraviti raspored ; planirati vreme i mesto događaj ,1,0
muški gametocit od koji se razvijati četiri spermatide ,1,0
jako utvrđen odbrambeni struktura . ,1,0
odašiljač koji pretvarati tečnost ( poput parfem ) u fin sprej ,1,0
dati instrukcija ili uputiti neki da nešto uraditi . ,1,0
imitiranje ponašanje neki osoba ,1,0
pleten jakna koji se zakopčavati napred pomoću dugmad ili rajsferšlus ,1,0
prdavac ,1,0
"Pričvrstiti konopac , uzica . ",1,0
"Sprečiti da se pokvariti , o hrana . ",1,0
tačka u pravac suprotan od sunčev apeksa ; tačka od koji se Sunčev sistem udaljavati ,1,0
Uređaj za proizvodnja ili kontrola svetlost . ,1,0
kretati se gladak i bez muka . ,1,0
površ koji činiti dva poluprečnik kružnica pod prav ugao ipripadajući luk ,1,0
grana medicina koji se baviti mentalan poremećaj koji se moći pripisati bolest nervni sisetma ,1,0
kesten ; ? chinkapins . ,1,0
"štalski oprema koji povezivati dva životinja pri vrat , tako da moći raditi zajedno kao par ",1,0
zglob koji spajati šaka sa ruka . ,1,0
knjiga Ser Tomas Mor koji opisivati savršeno urediti društvo na zamišljen ostrvo ,1,0
napraviti odštampan kopija ,1,0
Popuštati lako ili sposoban za nešto . ,1,0
uvećati množenje ( ili kao s množenje ) ,1,0
struktura koji jesam deo nervni sistema ,1,0
svaki tvorevina koji se sastojati od cesta ili put koji omogućavati prolaz iz jedan mesto u drugi . ,1,0
the people of France ,1,0
nauka o zemlja koji se baviti fenomen atmosfera ( posebno vremenski prilika ) ,1,0
neki ko podučavati muzički obrazovanje . ,1,0
ekler preliven čokolada . ,1,0
pridržavati se šta ,1,0
Izreći mišljenje o neki pitanje . ,1,0
znak koji ukazivati na taj da se naglasak nalaziti na dat sloga ,1,0
proizvesti smeh . ,1,0
čin prinošenje hleb i vino prilikom pričest ,1,0
"metalan ili zemljan posuda za kuvanje , okrugao i duborka , česta imati reučke i poklopac . ",1,0
povećanje gustina ,1,0
kobasica koji jesam uviti u testo i peći . ,1,0
biskupov teritorijalan jurisdikcija . ,1,0
sling koji se praviti sa džin ,1,0
Događaj koji se pribojavati . ,1,0
o ćelija ili organizam koji sadržati pojedinačan set ( jednostruk garnitura ) hromozom ,1,0
donji strana stopala ,1,0
( filozofija ) filozofski teorija prema koji jesam neki ideja urođen ,1,0
Pera koji imati na vrh mali metalan loptica preko koji se prenositi mastilo na papir . ,1,0
korekcija napraviti brisanje ,1,0
kopno koji spajati Severnu i Južnu Amerika ,1,0
Štitasta vaš . ,1,0
napraviti rupa u nešto ili izmedžu nešto da biti se lakše odvajati . ,1,0
dehidriran obran mleko ,1,0
velik i svečan vila ,1,0
Jagoda . ,1,0
mlin koji pokretati točak na voda . ,1,0
ptica sa dug krilo i slab nožica ; velik deo vreme provoditi u leto . ,1,0
liker sa ukus jagoda ,1,0
Pobeći . ,1,0
koji jako nadraživati organ ukus i miris ,1,0
udarati čekić ili kao čekić ,1,0
prednji strana mesnat delo ,1,0
"Mehaničke , magnetan , električni i elektronski komponenta koji činiti računarski sistem . ",1,0
okupiti se u velik broj . ,1,0
Moć ili prava da se izdavati naređenje ili da se odlučivati . ,1,0
"Utvrđeni položaj , posebno onaj koji označavati istaknut pozicija trupa . ",1,0
spojiti ili vezati . ,1,0
podučavanje držanje predavanje o neki predmet ( obično pred odeljenje učenik ili student ) ,1,0
Dobra koji voziti velik vozilo . ,1,0
posada brod koji uključivati oficir . ,1,0
težak srebrn tokskičan univalentan i bivalentan metal ; jedini metal koji jesam tečan na bičnim temperatura ,1,0
